month_day,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
02-17,,2.65,13.1,14.5,20.020000000000003,9.016666666666667,13.05,4.833333333333333,6.75,13.766666666666667,8.283333333333333,5.15,5.033333333333333,13.933333333333332,5.533333333333334,11.283333333333331,9.333333333333334,13.733333333333334,10.133333333333333,11.083333333333334,8.283333333333333,6.599999999999999,10.45,5.516666666666667,12.416666666666666,6.4,12.133333333333333,4.65,10.516666666666667,8.966666666666667,7.914285714285714,9.142857142857142,6.142857142857143,7.057142857142857,4.842857142857143,3.625,10.275,12.5125,3.1375,10.625,9.7125,7.05,6.1875,9.15,11.8625
02-18,,2.7750000000000004,13.216666666666669,14.866666666666667,20.06,9.016666666666667,13.033333333333331,4.9,6.783333333333334,14.066666666666668,8.4,5.15,5.066666666666666,14.066666666666665,5.7,11.316666666666665,9.433333333333334,13.783333333333331,10.183333333333334,11.466666666666669,8.283333333333333,6.666666666666667,10.483333333333333,5.583333333333333,12.533333333333331,6.466666666666666,12.183333333333332,4.7,10.533333333333331,9.0,7.914285714285714,9.285714285714286,6.2,7.057142857142857,4.857142857142857,3.6125,10.5875,12.725,3.3125,10.6625,9.65,7.362500000000001,6.2,9.2,12.1
02-19,,2.6750000000000003,13.283333333333331,14.95,20.1,9.233333333333333,13.583333333333334,4.916666666666667,6.833333333333333,14.383333333333333,8.433333333333334,5.183333333333334,5.266666666666667,14.216666666666669,5.783333333333334,11.366666666666667,9.716666666666669,13.85,10.333333333333334,11.5,8.316666666666666,6.783333333333332,10.766666666666667,5.6000000000000005,12.616666666666667,6.633333333333333,12.183333333333332,4.766666666666667,10.533333333333331,9.016666666666667,7.928571428571429,9.485714285714286,6.214285714285714,7.214285714285714,5.014285714285714,3.575,10.5875,12.9125,3.3,10.8375,9.6125,7.5625,6.2125,9.225,12.2125
02-20,,2.6750000000000003,13.283333333333331,14.983333333333334,20.2,9.266666666666667,13.933333333333332,4.966666666666667,6.833333333333333,14.5,8.516666666666667,5.166666666666667,5.3,14.483333333333334,5.933333333333334,11.316666666666668,9.833333333333334,13.916666666666666,10.416666666666666,11.833333333333334,8.333333333333334,6.883333333333333,11.233333333333334,5.616666666666667,12.666666666666666,6.733333333333333,12.183333333333332,4.783333333333333,10.633333333333333,9.016666666666667,7.957142857142857,9.671428571428573,6.3,7.214285714285714,5.028571428571429,3.4625000000000004,10.6,13.2375,3.2875,11.1625,9.6375,7.7625,6.325,9.2875,12.2625
02-21,,2.6750000000000003,13.266666666666667,15.066666666666668,20.56,9.3,14.1,5.0,6.833333333333333,14.583333333333334,8.566666666666666,5.166666666666667,5.4,14.783333333333331,6.316666666666666,11.166666666666666,10.016666666666666,13.916666666666666,10.716666666666669,12.35,8.4,6.916666666666667,11.35,5.616666666666667,12.683333333333332,6.75,12.2,4.783333333333333,10.666666666666666,9.033333333333331,7.957142857142857,9.7,6.557142857142857,7.242857142857143,5.014285714285714,3.35,10.675,13.35,3.375,11.1875,9.6625,7.774999999999999,6.3625,9.4125,12.4
02-22,,2.7,13.3,15.116666666666667,20.62,9.35,14.333333333333334,5.1,6.833333333333333,14.65,8.566666666666666,5.1000000000000005,5.533333333333334,14.95,6.383333333333333,11.1,10.15,13.916666666666666,10.816666666666668,12.616666666666667,8.566666666666666,7.099999999999999,11.383333333333333,5.633333333333333,12.699999999999998,6.75,12.2,4.983333333333333,10.75,9.1,8.028571428571428,9.7,6.542857142857143,7.514285714285713,5.0,3.3125,10.75,13.8875,3.45,11.1875,9.6625,7.8,6.4625,9.5625,12.4
02-23,,2.7,13.35,16.94,20.68,9.366666666666667,13.916666666666666,5.3500000000000005,6.8500000000000005,14.683333333333332,8.566666666666666,5.083333333333333,5.55,15.199999999999998,6.433333333333334,10.966666666666669,10.216666666666669,13.916666666666666,11.033333333333331,12.8,8.966666666666667,7.266666666666667,11.533333333333331,5.65,12.716666666666669,6.766666666666667,12.233333333333334,5.05,10.9,9.183333333333334,8.185714285714285,9.785714285714286,6.542857142857143,7.8,5.0,3.3,10.7375,14.0875,3.4875,11.275,9.6625,7.7875,6.4625,9.7375,12.4375
02-24,,2.7,13.4,16.9,21.0,9.383333333333333,13.666666666666666,5.55,6.833333333333333,14.716666666666669,8.583333333333334,5.033333333333334,5.483333333333333,15.383333333333333,6.533333333333334,10.833333333333334,10.35,13.916666666666666,11.216666666666669,12.833333333333334,9.016666666666667,7.316666666666666,11.666666666666666,5.683333333333334,12.866666666666667,6.766666666666667,12.233333333333334,5.15,11.066666666666668,9.183333333333334,8.857142857142858,10.2,6.585714285714286,7.8,4.957142857142857,3.325,10.7,14.1375,3.875,11.5,9.675,7.762499999999999,6.5625,9.85,12.4375
02-25,,2.75,13.4,17.2,21.34,9.4,13.466666666666669,5.6000000000000005,6.833333333333333,14.766666666666666,8.6,5.016666666666667,5.433333333333334,15.416666666666666,6.583333333333333,10.733333333333334,10.383333333333333,13.933333333333332,11.383333333333333,13.05,9.05,7.399999999999999,11.733333333333334,5.7,13.216666666666669,6.766666666666667,12.233333333333334,5.666666666666667,11.333333333333334,9.183333333333334,8.914285714285715,10.55714285714286,6.642857142857143,8.014285714285714,4.842857142857143,3.325,10.6125,14.2,4.0125,11.675,9.675,7.8,6.6,9.9375,12.4375
02-26,,2.675,13.4,17.36,21.44,9.433333333333334,13.266666666666666,5.616666666666666,6.816666666666666,14.816666666666665,8.65,4.983333333333333,5.3500000000000005,15.416666666666666,6.666666666666667,10.566666666666666,10.416666666666666,13.933333333333332,11.416666666666666,13.1,9.55,7.399999999999999,11.766666666666666,5.766666666666667,13.45,6.766666666666667,12.233333333333334,5.983333333333333,11.333333333333334,9.233333333333333,8.971428571428572,10.599999999999998,6.642857142857143,8.014285714285714,4.757142857142857,3.575,10.5625,14.375,4.1125,11.875,9.7,7.9,6.5875,10.15,12.9625
02-27,,2.625,13.4,17.52,19.83333333333333,9.5,13.15,5.716666666666666,6.833333333333333,14.833333333333334,8.65,4.966666666666667,5.2,15.483333333333334,7.25,10.499999999999998,10.483333333333333,13.983333333333333,11.45,13.1,9.766666666666667,7.399999999999999,11.75,5.766666666666667,13.65,6.766666666666667,12.416666666666666,6.05,11.333333333333334,9.25,9.042857142857144,10.614285714285714,6.642857142857143,8.014285714285714,4.9,3.75,10.4375,14.625,4.1125,11.9125,9.7,8.2375,6.6,10.5625,13.025
02-28,,2.525,13.466666666666669,15.933333333333332,21.6,9.6,12.95,5.733333333333333,6.883333333333333,14.883333333333333,8.700000000000001,5.2,5.033333333333333,15.483333333333334,7.283333333333332,10.499999999999998,10.533333333333331,13.983333333333333,11.533333333333331,13.166666666666666,9.883333333333333,7.399999999999999,11.75,5.783333333333334,13.75,6.8500000000000005,12.466666666666669,6.183333333333334,11.333333333333334,9.316666666666666,9.057142857142855,10.62857142857143,6.671428571428572,8.085714285714285,4.957142857142857,3.7875,10.2875,14.7125,4.1875,12.025,9.725,8.2375,6.5625,11.0625,13.075
02-29,,,,,19.933333333333334,,,,6.816666666666666,,,,4.783333333333333,,,,10.583333333333334,,,,10.166666666666666,,,,13.75,,,,11.383333333333333,,,,7.071428571428571,,,,10.1125,,,,9.75,,,,13.125
03-01,,2.525,13.783333333333331,17.66,19.95,9.816666666666666,12.716666666666669,5.65,6.983333333333333,15.2,8.833333333333334,5.616666666666667,4.7,15.566666666666668,7.3,10.5,10.633333333333333,14.15,11.683333333333332,13.3,10.2,7.416666666666667,11.75,5.800000000000001,13.833333333333334,6.8500000000000005,12.5,6.683333333333334,11.533333333333331,9.383333333333333,9.1,10.671428571428573,7.399999999999999,8.071428571428571,5.485714285714286,3.8,9.8625,14.7375,4.4875,12.125,9.7625,8.2625,6.4625,11.125,13.8375
03-02,,2.525,14.05,17.7,20.016666666666666,10.1,12.333333333333334,5.583333333333333,6.95,16.400000000000002,9.05,5.7,4.316666666666667,15.616666666666667,7.233333333333333,10.55,10.716666666666669,14.516666666666667,12.0,13.3,10.2,7.7,11.75,5.9,13.85,6.916666666666667,12.5,6.8500000000000005,11.55,9.3,9.157142857142857,10.671428571428573,7.471428571428571,8.042857142857143,5.514285714285714,3.9125,9.5375,14.6875,4.7375,12.175,9.725,8.2875,6.4,11.225,14.2125
03-03,,2.525,14.283333333333331,17.740000000000002,20.016666666666666,10.3,12.016666666666666,5.55,6.9,16.466666666666665,9.233333333333333,5.733333333333333,4.183333333333334,15.983333333333334,7.2,10.95,10.916666666666666,14.983333333333334,12.2,13.35,10.216666666666669,7.733333333333333,11.766666666666666,5.95,13.9,6.95,12.833333333333334,6.916666666666667,11.55,9.283333333333331,9.285714285714286,10.957142857142856,7.485714285714286,8.22857142857143,5.628571428571428,3.925,9.4,14.6125,4.85,12.2125,9.575,8.3,6.35,11.2875,14.4375
03-04,,2.525,14.583333333333334,17.979999999999997,20.016666666666666,10.533333333333331,11.766666666666667,5.533333333333334,6.916666666666667,16.566666666666666,9.283333333333331,5.9,4.033333333333334,16.016666666666666,7.15,11.083333333333334,11.233333333333334,15.1,12.233333333333334,13.35,10.216666666666669,7.899999999999999,11.766666666666666,5.983333333333333,14.533333333333331,6.966666666666666,13.4,7.0,11.566666666666668,9.466666666666669,9.542857142857144,11.114285714285716,7.457142857142857,8.285714285714286,5.885714285714286,3.9375,9.1125,14.675,4.875,12.275,9.4875,8.3,6.475,11.3625,14.6
03-05,,2.55,14.583333333333334,18.04,21.68,10.566666666666666,11.533333333333331,5.516666666666667,6.816666666666666,16.983333333333334,9.333333333333334,6.033333333333332,3.8666666666666663,16.05,7.15,11.166666666666666,11.583333333333334,15.2,12.366666666666667,13.366666666666667,10.383333333333333,7.916666666666667,11.8,6.016666666666667,14.6,6.966666666666666,13.433333333333335,6.95,11.583333333333334,9.6,9.614285714285714,11.257142857142856,7.442857142857143,8.285714285714286,5.857142857142857,3.95,8.8,14.9625,4.8875,12.475,9.4125,8.3,6.6,11.4375,14.9875
03-06,,2.55,14.6,18.18,21.72,10.7,11.266666666666666,5.316666666666667,6.95,16.516666666666666,9.316666666666666,6.083333333333333,3.8666666666666663,16.0,7.133333333333333,11.133333333333333,11.683333333333332,15.233333333333333,12.416666666666666,13.55,10.583333333333334,7.899999999999999,12.05,5.966666666666666,14.566666666666668,6.933333333333334,13.533333333333331,6.800000000000001,11.6,9.8,9.614285714285714,11.585714285714284,7.585714285714286,8.314285714285715,5.842857142857143,3.9125,8.8375,15.075,4.9,12.625,9.275,8.3,6.6625,11.4375,15.2625
03-07,,2.55,14.633333333333333,18.32,21.82,10.85,11.133333333333336,5.133333333333334,7.016666666666667,16.416666666666668,9.316666666666666,6.116666666666667,3.75,16.066666666666666,7.066666666666667,11.016666666666667,11.7,15.3,12.433333333333335,13.7,10.666666666666666,7.816666666666666,12.333333333333334,5.95,14.566666666666665,6.8500000000000005,13.716666666666669,6.633333333333333,11.616666666666667,10.0,9.614285714285714,12.014285714285714,7.614285714285714,8.342857142857143,5.828571428571428,3.8,8.9,15.3125,4.925000000000001,12.8125,9.2625,8.2875,6.7125,11.5875,15.2625
03-08,,2.55,14.633333333333333,18.26,21.98,10.883333333333333,11.166666666666666,4.933333333333334,7.083333333333333,16.25,9.3,6.083333333333333,3.733333333333334,16.016666666666666,7.016666666666667,10.916666666666666,11.716666666666669,15.45,12.616666666666667,13.883333333333333,11.033333333333331,7.833333333333333,12.416666666666666,5.916666666666667,14.5,6.733333333333333,13.983333333333334,6.483333333333333,11.75,10.15,9.742857142857144,12.3,7.6571428571428575,8.328571428571427,5.714285714285714,3.7,9.025,15.2,4.925000000000001,12.85,9.2125,8.325,6.875,11.675,15.2875
03-09,,2.55,14.666666666666666,16.616666666666667,22.0,10.883333333333333,11.233333333333334,4.766666666666667,7.333333333333333,15.633333333333333,9.283333333333331,6.083333333333333,3.6666666666666674,15.966666666666669,6.95,10.583333333333334,11.65,15.583333333333334,12.7,14.066666666666668,11.25,8.016666666666667,12.5,5.883333333333333,14.35,6.533333333333334,14.2,6.483333333333333,11.800000000000002,10.266666666666667,9.771428571428572,12.328571428571427,7.628571428571429,8.328571428571427,5.628571428571429,3.6,9.0,14.85,4.7875,12.95,9.3375,8.3375,6.949999999999999,12.15,15.325
03-10,,2.55,14.7,16.45,22.06,10.95,11.483333333333334,4.683333333333334,7.366666666666667,15.216666666666669,9.566666666666666,6.05,3.3000000000000003,16.166666666666668,6.933333333333334,10.05,11.583333333333334,15.466666666666669,12.766666666666666,14.133333333333333,11.283333333333331,8.033333333333333,12.683333333333335,5.7,14.283333333333331,6.25,14.25,6.416666666666667,11.800000000000002,10.266666666666667,9.828571428571427,12.271428571428572,7.571428571428571,8.314285714285715,5.985714285714286,3.3375,8.75,14.6875,4.725,12.9625,9.3125,8.3875,7.0,12.5375,15.325
03-11,,2.55,14.916666666666666,16.516666666666666,22.08,11.033333333333331,11.783333333333331,4.7,7.366666666666667,14.883333333333333,9.633333333333333,6.233333333333333,3.0666666666666664,16.166666666666668,6.95,10.016666666666667,11.616666666666667,15.483333333333334,12.766666666666666,14.2,11.383333333333333,8.066666666666666,12.8,5.5,14.216666666666669,6.033333333333334,14.266666666666666,6.283333333333334,11.800000000000002,10.283333333333331,9.842857142857143,12.242857142857142,7.528571428571429,8.157142857142857,5.971428571428571,3.2,8.375,14.2125,4.6125,12.9625,9.1125,8.425,7.0,12.6125,15.45
03-12,,2.55,14.916666666666666,16.650000000000002,22.08,11.1,11.95,4.65,7.333333333333333,14.6,9.633333333333333,6.466666666666666,2.8000000000000003,16.116666666666667,6.933333333333334,10.083333333333334,11.533333333333331,15.466666666666669,12.666666666666666,14.233333333333334,11.4,8.033333333333333,12.866666666666667,5.3,14.033333333333331,5.65,14.316666666666665,6.083333333333333,11.816666666666668,10.283333333333331,9.985714285714286,12.257142857142856,7.542857142857143,8.057142857142857,5.957142857142857,2.9875,8.2,13.85,4.4375,13.2125,8.975,8.4125,6.9125,13.2875,15.875
03-13,,2.475,14.933333333333332,16.55,22.16,11.183333333333335,12.1,4.8500000000000005,7.3,14.716666666666669,9.65,6.55,2.5500000000000003,16.116666666666667,6.75,10.15,11.466666666666669,15.466666666666669,12.583333333333334,14.25,11.35,7.966666666666666,13.083333333333334,4.95,13.766666666666666,5.483333333333333,14.416666666666666,5.916666666666667,12.083333333333334,10.3,10.385714285714286,12.271428571428572,7.399999999999999,7.871428571428572,5.9,2.825,8.4375,13.425,4.2875,13.2125,8.8625,8.4125,6.975,13.4875,15.9625
03-14,,2.4000000000000004,15.3,16.599999999999998,22.24,11.233333333333334,12.366666666666667,4.966666666666667,7.266666666666666,14.783333333333331,9.733333333333333,6.583333333333333,2.366666666666667,16.083333333333332,6.7,9.666666666666666,11.433333333333332,15.383333333333333,12.45,14.266666666666666,11.316666666666668,7.933333333333334,13.166666666666666,4.733333333333333,13.6,5.400000000000001,14.783333333333331,5.8500000000000005,12.233333333333334,10.283333333333331,10.414285714285716,12.471428571428572,7.328571428571428,7.642857142857143,5.8,2.6125,8.7625,13.075,4.525,13.2125,8.9375,8.4,6.875,13.7125,15.9875
03-15,,2.2,15.466666666666669,16.766666666666666,20.933333333333334,11.366666666666667,12.566666666666668,5.3,7.266666666666667,14.866666666666667,9.75,6.633333333333333,2.216666666666667,16.183333333333334,6.583333333333333,9.416666666666666,11.266666666666666,15.233333333333333,12.35,14.383333333333333,11.333333333333334,7.933333333333334,13.25,4.75,13.416666666666666,5.3,14.816666666666668,5.716666666666666,12.383333333333333,10.266666666666667,10.428571428571429,12.44285714285714,7.014285714285714,7.428571428571429,5.757142857142857,2.325,8.8625,12.625,4.675,13.2375,9.1625,8.1875,7.0,13.9,15.95
03-16,,2.375,15.633333333333336,16.816666666666666,21.28333333333333,11.383333333333333,12.733333333333334,5.3500000000000005,7.266666666666667,14.983333333333333,9.75,6.633333333333333,2.316666666666667,16.433333333333334,6.483333333333333,9.366666666666667,11.133333333333333,15.166666666666666,12.15,14.333333333333334,11.483333333333334,8.183333333333334,13.333333333333334,4.75,13.116666666666667,5.25,14.866666666666667,5.5,12.466666666666669,10.083333333333334,10.4,13.014285714285714,6.928571428571429,7.285714285714286,5.7,2.2125000000000004,8.8125,12.025,5.1375,13.25,9.05,8.0625,6.85,13.9,15.95
03-17,,2.375,15.833333333333334,17.216666666666665,21.383333333333336,11.366666666666667,12.816666666666668,5.75,7.216666666666668,15.166666666666666,9.766666666666667,6.616666666666667,2.333333333333333,15.9,6.400000000000001,8.966666666666667,11.0,14.9,12.083333333333334,14.2,11.566666666666668,8.166666666666666,13.416666666666666,4.666666666666667,12.833333333333334,5.166666666666667,14.866666666666667,5.216666666666667,12.55,9.866666666666667,10.37142857142857,13.028571428571428,7.671428571428572,7.171428571428572,5.685714285714285,2.1125,8.7125,11.5,5.1625,13.2625,9.0625,7.9125,6.775,14.0125,15.8375
03-18,,2.375,16.216666666666665,17.4,21.35,11.383333333333333,12.816666666666668,6.0,7.216666666666668,15.416666666666666,9.783333333333331,6.583333333333333,2.283333333333333,15.816666666666668,6.333333333333333,8.833333333333334,10.8,14.6,12.05,14.0,11.566666666666668,8.033333333333333,13.5,4.666666666666667,12.45,5.1000000000000005,15.0,4.95,12.583333333333334,9.65,10.328571428571427,13.0,7.914285714285714,7.085714285714286,5.6571428571428575,2.075,8.5875,11.025,5.2,13.225,9.0875,7.65,6.7375,14.1,15.6125
03-19,,2.4,16.3,17.533333333333335,21.383333333333336,11.35,12.75,6.016666666666667,7.1000000000000005,15.933333333333332,9.433333333333334,6.766666666666667,2.283333333333333,15.533333333333331,6.383333333333333,8.816666666666668,10.666666666666666,14.216666666666669,11.866666666666667,13.65,11.783333333333331,7.8,13.550000000000002,4.5,11.933333333333332,5.183333333333333,15.05,4.6000000000000005,12.733333333333334,9.283333333333331,10.257142857142856,13.12857142857143,7.899999999999999,6.828571428571428,5.585714285714286,2.05,8.4,10.65,5.175,13.125,9.0625,7.612500000000001,6.7375,14.2,15.3
03-20,,2.45,16.383333333333333,17.633333333333333,21.25,11.333333333333334,12.6,5.983333333333333,6.966666666666666,16.166666666666668,9.066666666666666,6.833333333333333,2.2333333333333334,15.25,6.216666666666666,8.583333333333334,10.466666666666669,13.866666666666667,11.6,13.4,11.766666666666666,7.6,13.533333333333331,4.55,11.583333333333334,5.366666666666667,15.05,4.45,12.766666666666666,8.916666666666666,10.142857142857142,13.37142857142857,8.028571428571428,6.771428571428572,5.457142857142857,1.9125,8.1125,10.2125,5.25,12.875,8.924999999999999,7.6125,6.7375,14.525,14.9
03-21,,2.45,16.433333333333334,17.633333333333333,21.28333333333333,11.383333333333333,12.45,5.9,6.9,16.05,8.633333333333333,6.866666666666667,2.2,15.033333333333331,6.183333333333334,8.733333333333333,10.266666666666667,13.366666666666667,11.333333333333334,13.433333333333332,11.8,7.15,13.4,4.316666666666666,11.066666666666668,5.483333333333333,15.05,4.433333333333334,12.8,8.566666666666666,10.028571428571428,14.0,7.8428571428571425,6.714285714285714,5.342857142857143,1.8875,7.9125,9.95,5.55,12.625,8.850000000000001,7.575,6.6625,14.6875,14.55
03-22,,2.45,16.45,17.916666666666668,21.366666666666664,11.383333333333333,12.15,5.783333333333334,6.866666666666667,15.683333333333332,8.35,6.916666666666667,2.1166666666666667,14.633333333333336,6.216666666666666,8.816666666666666,10.483333333333333,13.0,11.066666666666665,13.216666666666669,11.683333333333332,6.783333333333334,13.3,4.1000000000000005,10.5,6.0,15.016666666666667,4.283333333333333,12.833333333333334,8.85,10.114285714285714,14.171428571428573,7.5,6.671428571428572,5.1571428571428575,1.775,8.212499999999999,9.85,5.3875,12.4375,8.675,7.925,6.4375,14.8125,14.4
03-23,,2.45,16.45,18.183333333333334,21.35,11.35,11.85,5.733333333333333,7.066666666666666,15.3,8.116666666666667,7.05,2.083333333333333,14.316666666666668,6.266666666666667,8.933333333333334,10.75,12.616666666666667,10.5,12.916666666666666,11.866666666666667,6.45,13.449999999999998,4.066666666666666,9.766666666666667,6.466666666666666,15.033333333333331,4.066666666666667,12.7,8.883333333333333,10.2,14.742857142857144,7.242857142857143,6.628571428571429,4.971428571428571,2.0875,8.1875,9.7875,5.3,12.3875,8.5,7.9375,6.0,15.05,14.5875
03-24,,2.45,16.533333333333335,18.466666666666665,21.416666666666668,11.3,11.9,5.683333333333334,6.95,15.233333333333334,7.8,7.166666666666667,1.9666666666666668,14.033333333333331,6.2,8.983333333333333,10.95,12.433333333333332,10.183333333333332,12.383333333333333,11.733333333333334,6.033333333333334,13.55,3.9166666666666665,9.266666666666667,6.483333333333333,15.016666666666667,3.75,12.666666666666666,8.916666666666666,10.2,15.0,6.914285714285714,6.642857142857143,4.8,2.375,8.15,9.7875,5.2625,12.3375,8.4625,7.9875,5.6125,15.275,14.65
03-25,,2.6,16.333333333333332,18.78333333333333,21.73333333333333,11.533333333333331,11.816666666666668,5.583333333333333,6.716666666666666,15.516666666666666,7.516666666666667,7.366666666666667,1.8833333333333333,13.8,6.150000000000001,9.05,10.95,12.116666666666667,10.033333333333331,12.016666666666666,11.4,5.683333333333334,13.55,3.866666666666667,8.716666666666667,6.516666666666667,15.05,3.4333333333333336,12.633333333333333,9.266666666666667,10.2,15.157142857142857,6.7,6.571428571428571,4.5285714285714285,2.2125,8.0875,9.75,5.275,12.1875,8.5125,8.2375,5.2625,15.4625,14.8125
03-26,,2.85,16.233333333333334,18.85,22.08333333333333,12.366666666666667,11.550000000000002,5.516666666666667,6.516666666666667,15.5,7.216666666666666,7.866666666666667,1.8333333333333333,13.333333333333334,6.033333333333334,9.033333333333331,10.966666666666669,11.483333333333334,9.75,11.983333333333334,11.05,5.45,13.366666666666664,4.366666666666666,8.666666666666666,6.516666666666667,15.05,3.1833333333333336,12.716666666666669,9.3,10.357142857142858,15.742857142857144,6.871428571428572,6.328571428571429,4.614285714285714,2.0375,8.0,9.6875,5.3625,11.8875,8.5125,8.175,4.9875,15.4875,15.0
03-27,,2.875,16.083333333333332,19.316666666666663,22.3,12.716666666666669,10.833333333333334,5.45,6.566666666666666,15.366666666666667,7.116666666666667,7.283333333333334,1.7666666666666666,12.85,5.866666666666667,8.916666666666666,11.166666666666666,11.416666666666666,9.883333333333336,12.0,10.733333333333334,5.449999999999999,13.133333333333333,4.416666666666667,8.716666666666667,6.45,14.95,3.6833333333333336,12.683333333333332,9.366666666666667,10.37142857142857,16.0,6.814285714285715,6.057142857142857,4.857142857142857,1.9125,8.0125,10.2875,5.2875,11.775,8.5,7.9375,4.800000000000001,15.575,15.1375
03-28,,2.9,16.1,19.316666666666663,22.58333333333333,13.216666666666669,10.166666666666666,5.4,6.55,15.05,6.966666666666666,7.183333333333334,1.7166666666666668,12.383333333333333,5.533333333333334,8.9,11.683333333333332,11.55,10.266666666666666,11.983333333333334,10.633333333333336,5.15,12.8,4.5,8.5,6.7,15.133333333333333,3.983333333333333,12.783333333333331,9.033333333333331,10.385714285714286,16.214285714285715,6.785714285714286,5.7,4.914285714285714,1.8625,8.0875,10.2375,5.2,11.75,8.4625,7.7125,4.5,15.7,15.2625
03-29,,2.95,16.400000000000002,19.466666666666665,22.75,13.316666666666668,9.45,5.433333333333334,6.55,14.883333333333333,6.816666666666666,7.133333333333333,1.6666666666666667,12.033333333333331,5.15,8.866666666666667,11.816666666666668,11.466666666666669,10.35,11.933333333333332,10.566666666666666,5.05,12.45,4.433333333333333,8.016666666666667,7.416666666666667,15.383333333333333,3.95,12.816666666666668,9.066666666666666,10.271428571428572,16.357142857142858,6.9,5.285714285714286,5.257142857142857,1.7374999999999998,8.3375,10.0125,5.050000000000001,11.8,8.5,7.5875,4.325,15.95,15.3
03-30,,3.0,16.75,19.6,22.78333333333333,13.366666666666667,9.166666666666666,5.433333333333334,6.65,14.616666666666667,6.516666666666666,6.983333333333333,1.6,11.666666666666666,4.666666666666667,8.766666666666666,11.833333333333334,11.016666666666666,10.35,12.016666666666666,10.433333333333334,4.866666666666666,12.133333333333333,4.233333333333333,7.383333333333333,7.466666666666668,15.383333333333333,3.8333333333333335,12.883333333333333,9.25,10.485714285714286,16.0,6.514285714285714,4.828571428571428,5.4,1.55,8.25,10.2,4.8375,11.75,8.5,7.5375,4.125,16.0875,15.3
03-31,,3.0,17.3,19.716666666666665,22.883333333333336,13.316666666666668,8.466666666666667,5.3500000000000005,6.9,14.733333333333334,6.133333333333333,6.766666666666667,1.5333333333333332,11.016666666666666,4.433333333333334,8.65,11.616666666666664,11.316666666666668,10.283333333333331,12.2,10.15,4.5,11.633333333333333,3.983333333333333,6.8,7.666666666666667,15.766666666666666,3.5500000000000003,12.966666666666669,9.316666666666666,10.62857142857143,15.671428571428573,5.942857142857143,4.371428571428572,5.471428571428571,1.4500000000000002,8.125,10.175,4.6375,11.45,8.6,7.4,3.975,16.2375,15.3625
04-01,,3.0500000000000003,17.65,19.76666666666667,22.883333333333336,13.083333333333334,8.466666666666667,5.116666666666666,6.933333333333334,14.816666666666668,5.616666666666667,6.416666666666667,1.4666666666666668,11.35,4.233333333333333,8.549999999999999,11.7,11.416666666666666,10.466666666666669,12.383333333333333,9.6,4.216666666666667,10.966666666666669,4.033333333333333,6.633333333333333,7.533333333333332,15.883333333333333,3.4166666666666665,12.966666666666669,9.266666666666666,10.685714285714283,15.271428571428572,5.885714285714286,4.085714285714286,5.685714285714285,1.425,7.875,9.9,4.375,11.1125,8.6375,7.1125,3.7125,16.5,15.1375
04-02,,2.9000000000000004,17.816666666666666,20.0,22.86666666666667,12.6,8.366666666666667,4.883333333333333,6.8500000000000005,15.033333333333331,5.05,6.233333333333333,1.4166666666666667,11.4,3.9666666666666655,8.416666666666666,11.85,11.4,10.483333333333333,12.483333333333334,9.016666666666667,4.266666666666667,10.433333333333334,4.1000000000000005,6.133333333333333,7.216666666666666,15.9,3.3166666666666664,12.9,9.5,11.37142857142857,14.928571428571429,5.842857142857143,3.6000000000000005,5.814285714285715,1.4125,7.4,9.7,4.475,10.9625,8.6625,6.775,3.5375,17.1,14.6375
04-03,,2.95,17.983333333333334,20.183333333333334,22.883333333333336,12.066666666666668,8.283333333333333,4.483333333333333,6.683333333333334,15.116666666666667,4.516666666666667,5.916666666666667,1.3333333333333333,11.116666666666667,4.016666666666667,8.049999999999999,11.783333333333331,11.166666666666666,10.55,12.666666666666666,8.383333333333333,4.316666666666666,9.816666666666666,4.316666666666666,5.533333333333334,7.083333333333333,15.533333333333331,3.15,12.85,9.5,11.428571428571429,14.842857142857143,5.628571428571428,3.2142857142857144,5.814285714285715,1.3375,6.8375,9.5875,4.512499999999999,10.4875,8.7,6.35,3.3125,17.2875,13.8125
04-04,,2.975,18.08333333333333,20.4,22.86666666666667,11.616666666666667,7.9333333333333345,4.333333333333333,6.65,14.9,4.05,5.466666666666666,1.2666666666666666,10.95,4.05,7.616666666666667,11.666666666666666,11.1,10.666666666666666,12.733333333333334,7.6,4.3,9.083333333333334,4.4,4.966666666666667,7.3,15.283333333333331,2.9,12.816666666666668,9.416666666666666,11.528571428571428,14.757142857142856,5.314285714285715,2.9285714285714284,5.799999999999999,1.2125,6.475,9.3375,4.275,10.1375,8.5625,5.975,3.225,17.4625,13.6375
04-05,,2.775,18.1,20.4,22.883333333333336,10.85,7.566666666666666,4.15,6.3500000000000005,14.25,3.5499999999999994,5.183333333333334,1.2666666666666666,10.85,3.9333333333333336,7.166666666666667,11.466666666666669,11.183333333333335,10.65,12.983333333333333,7.133333333333333,4.316666666666666,8.25,4.533333333333333,4.5,7.283333333333334,15.95,2.6333333333333333,12.766666666666666,9.283333333333331,11.742857142857144,14.714285714285714,5.271428571428571,2.757142857142857,5.657142857142857,1.1625,6.1625,8.975,4.125,9.95,8.6,6.0,3.2375,17.525,13.825
