date,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max,Median Peak SWE
11-21,0.0,0.4857142857,2.5857142857,1.8428571429,3.4428571429,1.4714285714,0.6714285714,0.2428571429,2.6714285714,0.5285714286,0.6857142857,1.3,0.5142857143,0.0,3.3571428571,0.0,0.4571428571,0.4714285714,1.4857142857,0.5428571429,1.9142857143,0.0,1.5142857143,1.2,0.6285714286,0.3,0.9142857143,0.0285714286,0.0,0.65,1.05,1.1875,0.5375,0.95,1.4,1.975,0.0,1.375,0.0,0.0,1.225,0.05,2.025,0.5625,0.0,0.4657142857,1.33,2.015,0.0,0.7125,0.6714285714,3.4428571429,
11-22,0.34,0.5428571429,2.7,2.05,3.4714285714,1.5571428571,0.8142857143,0.2428571429,3.2428571429,0.5428571429,0.7857142857,1.4,0.8857142857,0.0142857143,3.4,0.0,0.4571428571,0.4714285714,1.6714285714,0.7142857143,1.9142857143,0.3,1.3714285714,1.2285714286,0.6428571429,0.2857142857,0.7,0.1,0.0,0.6875,1.475,1.25,0.5,0.95,1.4625,1.9375,0.0375,1.0375,0.025,0.0,1.2625,0.05,2.025,0.575,0.0275,0.4657142857,1.3828571429,2.045,0.0,0.75,0.7857142857,3.4714285714,
11-23,0.52,0.6857142857,2.7571428571,2.1,3.4714285714,1.6428571429,1.0857142857,0.2428571429,3.8428571429,0.5571428571,0.7857142857,1.4,1.6571428571,0.2571428571,3.4285714286,0.0,0.5428571429,0.5142857143,1.8142857143,0.7142857143,1.9142857143,0.5428571429,1.3428571429,1.2571428571,0.6857142857,0.2714285714,0.5142857143,0.1,0.0,0.9,2.0125,1.275,0.4875,0.9625,1.8,1.9375,0.0625,0.75,0.225,0.0,1.275,0.05,2.0625,0.575,0.07,0.5177142857,1.4971428571,2.0925,0.0,0.7875,0.7857142857,3.8428571429,
11-24,0.7,1.3714285714,2.7571428571,2.4833333333,3.6714285714,1.9,1.1,0.2571428571,4.3,0.9857142857,0.8142857143,1.4,1.7571428571,0.3571428571,3.4571428571,0.0,0.6,0.5571428571,1.8857142857,0.7142857143,1.9142857143,0.6142857143,1.3,1.3,0.6857142857,0.2714285714,0.5714285714,0.1142857143,0.0,0.95,2.2375,1.3,0.45,0.95,1.85,2.0,0.125,0.5125,1.125,0.0,1.3,0.05,2.0625,0.8,0.1164285714,0.5885714286,1.5428571429,2.4341666667,0.0,0.85,0.9857142857,4.3,
11-25,0.74,1.6285714286,2.7285714286,3.0833333333,4.3,2.8142857143,1.1,0.3857142857,4.5142857143,1.4142857143,0.8142857143,1.4285714286,1.8,0.3714285714,3.5428571429,0.0285714286,0.6428571429,0.5285714286,1.9714285714,0.8428571429,1.9142857143,1.0,1.2428571429,1.3571428571,0.7285714286,0.2714285714,0.5714285714,0.1142857143,0.0,0.9875,2.2625,1.3,0.4,0.95,1.8875,2.4875,0.125,0.4,1.1625,0.05,1.35,0.05,2.0625,0.825,0.1164285714,0.6142857143,1.6971428571,2.7971428571,0.0,0.9,1.1,4.5142857143,
11-26,0.78,1.6714285714,2.7142857143,3.1333333333,4.3571428571,2.9857142857,1.0,0.4285714286,5.0571428571,1.9571428571,1.0,1.5,1.8714285714,0.3714285714,3.7571428571,0.2285714286,0.6428571429,0.5428571429,1.9857142857,0.9142857143,1.9857142857,1.2142857143,1.2428571429,1.6857142857,1.0714285714,0.8285714286,0.5714285714,0.1142857143,0.0,1.0375,2.3,1.3,0.4125,0.9625,1.8375,2.8625,0.125,0.3875,1.175,0.25,1.4625,0.075,2.1,0.825,0.2328571429,0.7251428571,1.8510714286,2.9610714286,0.0,1.0375,1.175,5.0571428571,
11-27,0.78,1.8,2.7571428571,3.1666666667,4.3857142857,3.0142857143,0.9857142857,0.4285714286,5.3571428571,2.3142857143,1.0,1.6142857143,1.9,0.4,3.8571428571,0.3285714286,0.6571428571,0.8428571429,1.9714285714,0.8571428571,1.9857142857,1.2428571429,1.2428571429,1.9142857143,1.1,0.8857142857,0.9428571429,0.1285714286,0.0,1.0625,2.3375,1.2625,0.5,0.9125,1.8,2.95,0.175,0.325,1.2875,0.4625,1.475,0.075,2.2375,0.825,0.3257142857,0.8514285714,1.9057142857,3.0014285714,0.0,1.025,1.2428571429,5.3571428571,
11-28,0.78,1.8714285714,2.8,3.0857142857,4.7,3.0571428571,0.9857142857,0.4428571429,5.5142857143,2.3142857143,1.0142857143,2.0142857143,2.0571428571,0.4571428571,4.3142857143,0.6142857143,0.7,0.9571428571,1.9714285714,0.9428571429,2.0714285714,1.2571428571,1.2428571429,1.9571428571,1.4428571429,0.8857142857,1.1714285714,0.3857142857,0.0,1.075,2.7875,1.2625,0.475,0.9,1.725,2.9375,0.5875,0.4625,1.5125,0.625,1.475,0.05,2.2625,0.85,0.4582142857,0.8942857143,1.9885714286,3.0332142857,0.0,1.125,1.2571428571,5.5142857143,
11-29,0.82,1.9285714286,3.0857142857,3.1142857143,5.0714285714,3.8428571429,0.9714285714,0.4714285714,5.8,2.3142857143,1.0142857143,2.1142857143,2.1285714286,0.4571428571,4.4142857143,0.9571428571,1.0285714286,0.9714285714,2.0428571429,0.9571428571,2.0857142857,2.2714285714,1.2285714286,2.0714285714,1.5,1.1714285714,1.3714285714,0.4,0.0,1.0875,2.95,1.2375,0.4875,0.875,1.675,2.925,0.9,0.5125,1.6625,0.6875,1.475,0.05,2.5375,0.8625,0.4746428571,0.9657142857,2.0971428571,3.1085714286,0.0,1.1875,1.3714285714,5.8,
11-30,0.94,1.9714285714,3.6714285714,3.1857142857,5.1285714286,3.9428571429,0.9714285714,0.5,5.8,2.2571428571,1.0142857143,2.2714285714,2.1571428571,0.5285714286,4.4857142857,0.8285714286,1.1285714286,1.0,2.4428571429,0.9,2.1857142857,2.9571428571,1.2285714286,2.2571428571,1.5285714286,1.5142857143,1.3714285714,0.4,0.0,1.1,2.9625,1.225,0.4875,0.875,1.7875,2.925,1.0125,0.5125,2.0,0.9,1.4875,0.05,2.6,0.875,0.5025,0.9885714286,2.2571428571,3.5742857143,0.0,1.3,1.4875,5.8,
12-01,1.04,1.9714285714,4.2285714286,3.8428571429,5.3714285714,4.0,0.9714285714,0.6571428571,5.8,2.2714285714,1.0285714286,2.2714285714,2.2,0.8714285714,4.5428571429,0.5714285714,1.1428571429,1.0142857143,2.4857142857,0.8285714286,2.1857142857,2.9571428571,1.2142857143,2.2142857143,1.6,1.6285714286,1.4428571429,0.4,0.0,1.1,3.2625,1.2375,0.7625,0.8875,1.9125,2.925,1.125,0.55,2.475,0.9125,1.4875,0.05,2.6375,1.0375,0.5885714286,1.0228571429,2.2714285714,3.9685714286,0.0,1.3875,1.4875,5.8,
12-02,1.08,2.0571428571,4.4428571429,4.2142857143,5.4,4.6571428571,0.9285714286,0.7428571429,5.8,2.2571428571,1.1,2.2857142857,2.4714285714,1.0142857143,4.7714285714,0.3857142857,1.7142857143,1.0285714286,2.5,0.9571428571,2.1857142857,3.1571428571,1.2142857143,2.1428571429,1.6142857143,1.9428571429,1.4428571429,0.4,0.0,1.1,3.65,1.2375,0.75,0.8875,2.0125,2.975,1.15,0.5625,2.875,1.2875,1.4875,0.05,3.0125,1.4875,0.5985714286,1.092,2.36,4.3971428571,0.0,1.5375,1.6142857143,5.8,
12-03,1.16,2.0857142857,4.6857142857,4.4285714286,5.4,5.0285714286,0.9285714286,0.7428571429,5.8,2.2714285714,1.0857142857,2.3,2.5142857143,1.0571428571,4.8142857143,0.2142857143,1.8142857143,1.0285714286,2.5,1.2714285714,2.1857142857,3.7285714286,1.2142857143,2.1428571429,1.6142857143,1.9571428571,1.4428571429,0.4571428571,0.0285714286,1.1,3.7625,1.25,0.9125,0.975,2.0625,3.0875,1.1625,0.6375,2.9,1.6375,1.4875,0.0375,3.025,2.3,0.6585714286,1.136,2.38,4.6342857143,0.0285714286,1.6375,1.6375,5.8,
12-04,1.28,2.0857142857,4.7142857143,5.1,5.4,5.0428571429,0.9285714286,0.7,5.8,2.2857142857,1.0571428571,2.3,2.5571428571,1.1142857143,5.3714285714,0.4,1.9428571429,1.0285714286,2.6142857143,1.3,2.1857142857,3.7714285714,1.2142857143,2.1428571429,1.6142857143,2.1571428571,1.4428571429,0.2714285714,0.0285714286,1.1,4.025,1.25,0.9625,1.025,2.1625,3.1125,1.1625,0.8625,2.8375,1.675,1.4875,0.0375,3.1125,3.3625,0.7325,1.1432142857,2.4028571429,4.9771428571,0.0285714286,1.725,1.675,5.8,
12-05,1.46,2.0857142857,4.8571428571,5.3714285714,5.4,5.1,0.9857142857,0.6857142857,5.8,2.2857142857,1.0571428571,2.3,2.5857142857,1.2285714286,5.5428571429,0.5,2.4714285714,1.0571428571,2.7,1.3142857143,2.2,3.8142857143,1.2142857143,2.1857142857,1.6142857143,2.1857142857,1.4571428571,0.1428571429,0.0285714286,1.1125,4.2375,1.3125,0.8875,1.05,2.2125,3.1625,1.3625,0.8625,2.9375,1.725,1.4875,0.0375,3.3625,3.35,0.7210714286,1.2228571429,2.5171428571,5.0514285714,0.0285714286,1.7875,1.725,5.8,
12-06,1.52,2.1142857143,5.0857142857,5.8571428571,5.4142857143,5.1571428571,1.0428571429,0.7,5.8142857143,2.4,1.0571428571,2.3142857143,2.5857142857,1.2571428571,5.6285714286,0.6857142857,3.1857142857,1.0714285714,2.8857142857,1.3285714286,2.2,4.4571428571,1.2142857143,2.1571428571,1.6142857143,2.2,1.4571428571,0.1142857143,0.0285714286,1.125,4.2625,1.3,0.7875,1.075,2.2125,3.1625,1.375,0.875,3.025,1.725,1.5,0.025,3.3625,3.3625,0.7175,1.24,2.7057142857,5.1428571429,0.025,1.7875,1.725,5.8571428571,
12-07,1.6,2.1142857143,5.2142857143,6.7571428571,5.4571428571,5.2428571429,1.1285714286,0.8857142857,5.8142857143,2.4857142857,1.1,2.4142857143,2.6,1.3142857143,5.9428571429,0.7142857143,3.4428571429,1.1857142857,3.0142857143,1.4714285714,2.2,4.6,1.2142857143,2.3,1.7571428571,2.1857142857,1.5,0.3857142857,0.0285714286,1.1625,4.6,1.3125,0.725,1.225,2.2125,3.1875,1.475,0.85,3.0375,1.725,1.5,0.025,3.3625,3.55,0.75,1.2775,2.7657142857,5.2371428571,0.025,1.8125,1.7571428571,6.7571428571,
12-08,1.64,2.0857142857,5.3714285714,6.9428571429,5.4857142857,5.7285714286,1.1571428571,0.9571428571,5.8285714286,2.4857142857,1.1285714286,2.7714285714,2.7428571429,1.3428571429,6.0,0.8714285714,3.7142857143,1.3714285714,3.0142857143,1.8428571429,2.2,4.6,1.2142857143,2.6142857143,2.0285714286,2.1714285714,1.5,0.5142857143,0.0714285714,1.1625,4.6,1.325,0.7125,1.55,2.2125,3.2,1.475,0.85,3.05,1.9625,1.5375,0.025,3.3625,4.0,0.8542857143,1.36,2.8685714286,5.4628571429,0.025,1.8875,2.0285714286,6.9428571429,
12-09,1.64,2.0571428571,5.3714285714,7.0285714286,5.5,6.0,1.1428571429,1.2142857143,5.8571428571,2.5,1.1571428571,2.8,3.5571428571,1.5,6.0142857143,0.8857142857,3.7428571429,1.5571428571,3.1714285714,1.8857142857,2.2142857143,4.6,1.2142857143,2.6857142857,2.9857142857,2.1571428571,1.5142857143,0.5428571429,0.1714285714,1.1625,4.625,1.325,0.75,1.55,2.225,3.125,2.0,0.85,3.05,2.1625,1.5375,0.025,3.5,3.9875,0.8571428571,1.5085714286,3.08,5.4742857143,0.025,2.0375,2.1571428571,7.0285714286,
12-10,1.66,2.0571428571,5.3857142857,7.5714285714,5.5142857143,6.0857142857,1.1428571429,1.4,5.8857142857,2.5428571429,1.1571428571,2.8,4.2285714286,1.5285714286,6.0285714286,0.9142857143,3.7571428571,1.5857142857,3.1714285714,1.9142857143,2.7714285714,4.6142857143,1.2285714286,2.8142857143,2.9857142857,2.1285714286,1.5285714286,0.5714285714,0.2428571429,1.1625,4.725,1.325,0.875,1.575,2.2,3.0625,2.2,0.8625,3.05,2.2125,1.5375,0.1125,3.625,4.0,0.8828571429,1.5285714286,3.055,5.4885714286,0.1125,2.1,2.2,7.5714285714,
12-11,1.66,2.0571428571,5.3857142857,7.7285714286,5.5714285714,6.1285714286,1.0857142857,1.5285714286,5.9142857143,2.5857142857,1.2,2.8,4.4571428571,1.5285714286,6.0714285714,0.8714285714,4.0428571429,1.6285714286,3.1857142857,1.9142857143,2.8428571429,4.6571428571,1.3428571429,3.0,2.8285714286,2.1,1.8285714286,0.6428571429,0.2714285714,1.175,4.9875,1.325,0.95,1.5875,2.175,3.2875,3.425,0.8625,3.0875,2.225,1.5375,0.2125,3.7625,4.0,0.8871428571,1.5339285714,3.2264285714,5.5342857143,0.2125,2.1875,2.175,7.7285714286,
12-12,1.66,2.0714285714,5.4142857143,8.5714285714,5.8,6.1428571429,1.0714285714,1.5428571429,5.9285714286,2.5857142857,1.3428571429,2.8,4.7,1.7142857143,6.1714285714,0.7428571429,4.4428571429,1.6285714286,3.2571428571,1.9857142857,2.9142857143,4.7714285714,1.5571428571,3.0,2.7571428571,2.0857142857,2.0857142857,0.6428571429,0.2857142857,1.3875,5.0625,1.325,0.975,1.5875,2.15,3.5125,3.4375,0.8625,3.125,2.65,1.575,0.3375,4.45,4.0125,0.885,1.5825,3.3292857143,5.7228571429,0.2857142857,2.3625,2.15,8.5714285714,
12-13,1.66,2.2142857143,5.6285714286,9.1,6.1428571429,6.1714285714,1.0714285714,1.5857142857,5.9285714286,2.6142857143,1.3571428571,2.8,4.8428571429,1.8428571429,6.6285714286,0.5,4.5714285714,1.6571428571,3.2714285714,2.1285714286,3.0142857143,4.8428571429,1.6,3.5142857143,2.7428571429,2.0857142857,2.4428571429,0.6428571429,0.3857142857,1.75,5.0125,1.325,1.25,1.625,2.35,3.8375,3.4375,0.8625,3.2625,3.3375,1.6125,0.4,5.05,4.0125,0.9042857143,1.6442857143,3.4682142857,5.8685714286,0.3857142857,2.575,2.4428571429,9.1,
12-14,1.66,2.4,5.9142857143,10.2142857143,6.2142857143,6.1714285714,1.1,1.6,5.9,2.6142857143,1.6571428571,2.8142857143,4.8857142857,1.8571428571,6.6428571429,0.3142857143,4.8714285714,1.6714285714,3.2714285714,2.4142857143,3.3571428571,5.3285714286,1.7571428571,4.1571428571,2.7142857143,2.0857142857,2.3857142857,0.6428571429,0.5428571429,2.2625,4.95,1.325,1.4125,1.6375,2.3375,4.5125,3.5,0.8625,3.3,3.95,2.0875,0.575,5.0875,4.0125,0.91,1.7228571429,4.0328571429,5.9114285714,0.3142857143,2.6625,2.4142857143,10.2142857143,
12-15,1.66,2.7428571429,6.1571428571,11.2428571429,6.2285714286,6.1857142857,1.0857142857,1.6,6.0285714286,2.6142857143,1.6571428571,2.8428571429,5.0857142857,1.8285714286,6.7142857143,0.4,4.9,1.6857142857,3.2857142857,2.4571428571,3.5571428571,6.1142857143,1.7,4.3428571429,2.7,2.0857142857,2.1285714286,0.6571428571,0.5857142857,2.35,5.4375,1.325,1.45,1.6375,2.325,4.775,4.025,0.8625,3.325,4.175,2.125,0.9125,5.15,4.0125,0.9471428571,1.6942857143,4.2421428571,6.1485714286,0.4,2.675,2.6142857143,11.2428571429,
12-16,1.68,2.8714285714,6.3,11.3,6.5142857143,6.1857142857,1.1,1.6,5.9714285714,2.6142857143,1.6714285714,2.8571428571,5.1571428571,1.8285714286,6.7857142857,0.5,4.9571428571,1.9428571429,3.2857142857,2.5,3.6428571429,6.1571428571,1.7714285714,4.3714285714,2.6857142857,2.0857142857,2.2428571429,0.7,1.0714285714,2.6875,5.4,1.325,1.6,1.6375,2.3875,4.8,4.6375,0.9125,3.3375,4.175,2.1875,1.3875,5.125,4.0375,1.145,1.8057142857,4.4778571429,6.18,0.5,2.775,2.6857142857,11.3,
12-17,1.68,2.8857142857,6.6428571429,11.3571428571,6.6285714286,6.2,1.1,1.6142857143,5.9714285714,2.6,1.6857142857,2.9,5.3571428571,1.8285714286,7.0142857143,0.5571428571,5.0285714286,2.0142857143,3.2857142857,2.5285714286,3.6571428571,6.2,2.0857142857,4.4285714286,2.6714285714,2.0857142857,2.2428571429,0.7,1.0714285714,2.8,5.4125,1.325,2.1625,1.6375,2.4625,4.925,4.9,0.9125,3.3875,4.1625,2.2625,1.75,5.1125,4.0375,1.145,2.0571428571,4.6171428571,6.2,0.5571428571,2.85,2.6714285714,11.3571428571,
12-18,1.7,2.8857142857,6.8428571429,11.4285714286,6.6571428571,6.2,1.1,1.6142857143,5.9714285714,2.5857142857,1.7285714286,2.9428571429,5.7428571429,1.8428571429,7.0428571429,0.5714285714,5.0428571429,2.1142857143,3.2857142857,2.5285714286,3.6857142857,6.4428571429,2.3714285714,4.4571428571,2.6571428571,2.1,2.2428571429,0.8,1.0714285714,2.8,5.5375,1.325,2.2875,1.6375,2.475,5.475,4.9,0.925,3.475,4.2,2.525,1.75,5.1,4.0375,1.145,2.1085714286,4.6342857143,6.3942857143,0.5714285714,2.9375,2.6571428571,11.4285714286,
12-19,1.7,3.2714285714,6.8714285714,12.0142857143,6.6714285714,6.2,1.1285714286,1.6142857143,5.9714285714,2.5142857143,2.1142857143,2.9857142857,5.9142857143,1.8571428571,7.1571428571,0.5857142857,5.0428571429,2.1142857143,3.3,2.5285714286,3.7142857143,6.4857142857,2.3857142857,4.4571428571,2.6571428571,2.6285714286,2.2428571429,1.0428571429,1.2142857143,2.8,6.075,1.325,2.275,1.65,2.5375,5.5625,4.9125,0.95,3.5125,4.2125,2.525,1.75,5.1,4.0875,1.2364285714,2.1914285714,4.6392857143,6.4285714286,0.5857142857,3.0125,2.6571428571,12.0142857143,
12-20,1.7,3.4,6.9,12.3428571429,6.6714285714,6.2,1.2285714286,1.6142857143,6.0,2.4142857143,2.4285714286,3.0142857143,5.9714285714,1.8571428571,7.1571428571,0.6,5.0428571429,2.1142857143,3.3142857143,2.5285714286,3.7571428571,6.7,2.4714285714,4.5142857143,2.6571428571,3.3,2.2571428571,1.5428571429,1.5714285714,2.8125,6.825,1.3125,2.2875,1.65,2.85,5.6625,5.075,1.025,3.525,4.25,2.5875,1.75,5.125,4.1125,1.5485714286,2.2753571429,4.7257142857,6.6942857143,0.6,3.1,2.85,12.3428571429,
12-21,1.7,3.7,7.0571428571,13.0333333333,6.7428571429,6.2,1.2571428571,1.6428571429,6.5285714286,2.3142857143,2.5142857143,3.0142857143,6.2,1.8571428571,7.1714285714,0.6,5.5285714286,2.1142857143,3.3142857143,2.5428571429,3.7571428571,6.7142857143,2.5857142857,4.5571428571,2.6428571429,3.3285714286,2.2714285714,1.8285714286,1.7,2.825,6.825,1.3125,2.325,1.8875,3.775,5.8375,5.15,1.225,3.575,4.2625,2.625,1.75,5.2375,4.1375,1.6542857143,2.2971428571,4.7942857143,6.7371428571,0.6,3.25,3.0142857143,13.0333333333,
12-22,1.8,3.9428571429,7.2142857143,13.1833333333,6.8,6.2,1.2857142857,2.0,7.0142857143,2.3142857143,2.5571428571,3.0142857143,6.3142857143,1.8571428571,7.1714285714,0.6142857143,6.3428571429,2.1285714286,3.3142857143,2.5428571429,3.7571428571,6.7142857143,2.9,4.5857142857,2.6428571429,3.3142857143,2.7714285714,1.8571428571,2.2,3.0375,6.8375,1.3125,2.35,2.375,4.1375,6.7375,5.1625,1.2,3.5875,4.2875,2.625,1.75,5.4,4.1375,1.76,2.365,4.8164285714,6.83,0.6142857143,3.375,3.0375,13.1833333333,
12-23,1.86,4.0142857143,7.9571428571,13.2166666667,6.8,6.2,1.2857142857,2.4285714286,7.6428571429,2.3285714286,2.5857142857,3.0285714286,6.3857142857,1.8714285714,7.2,0.6142857143,6.7,2.1285714286,3.3142857143,2.5428571429,3.8142857143,6.8,3.0142857143,4.6142857143,2.6428571429,3.0,2.9,1.9571428571,2.8428571429,3.0375,6.8375,1.3125,2.5,2.5,4.175,7.5,5.1625,1.5625,3.5875,4.275,2.625,1.9,5.5,4.2125,1.8622857143,2.5257142857,4.8335714286,7.1275,0.6142857143,3.475,3.0285714286,13.2166666667,
12-24,1.86,4.0428571429,8.2571428571,13.6166666667,6.8142857143,6.2,1.3,2.5714285714,7.7285714286,2.3285714286,2.6285714286,3.0571428571,6.4,1.8857142857,7.2142857143,0.6285714286,6.8142857143,2.1714285714,3.3142857143,2.5428571429,3.8428571429,6.8142857143,3.0428571429,4.6428571429,2.6428571429,2.8428571429,3.0,2.1142857143,2.8714285714,3.0375,6.8,1.325,2.8375,2.5,4.175,7.65,5.3,1.5875,4.175,4.3125,2.625,2.4125,5.7375,4.2125,1.8651428571,2.6035714286,4.9057142857,7.1342857143,0.6285714286,3.6,3.0428571429,13.6166666667,
12-25,1.94,4.5714285714,8.2857142857,13.5428571429,6.8285714286,6.2,1.3,2.5857142857,8.0285714286,2.3285714286,2.7142857143,3.0571428571,6.4142857143,1.8857142857,7.2142857143,0.6571428571,6.8857142857,2.2,3.3714285714,2.5571428571,3.9428571429,6.8,3.0714285714,5.1142857143,2.6428571429,2.7857142857,3.0857142857,2.3,3.3571428571,3.0625,6.7875,1.325,2.9125,2.4875,4.2875,7.9,5.875,1.8625,4.575,4.525,2.6625,2.9,5.75,4.2375,1.8965714286,2.6546428571,5.3685714286,7.1485714286,0.6571428571,3.7,3.0857142857,13.5428571429,
12-26,2.0,4.7285714286,8.3,13.7857142857,6.8571428571,6.2,1.3,2.6142857143,8.3857142857,2.3285714286,2.8142857143,3.0571428571,6.4142857143,1.9,7.2285714286,0.6571428571,8.1571428571,2.2142857143,3.5571428571,2.5857142857,3.9428571429,6.8142857143,3.0857142857,5.4142857143,2.6571428571,2.7857142857,3.0857142857,2.3285714286,4.1285714286,3.0625,6.7875,1.325,3.2375,2.4875,4.3,7.9,5.875,1.8625,4.7375,4.525,2.7125,3.3,5.75,4.2375,1.92,2.6903571429,5.5485714286,7.7657142857,0.6571428571,3.775,3.3,13.7857142857,
12-27,2.02,5.8285714286,8.3428571429,14.2714285714,6.8571428571,6.1714285714,1.3,2.6142857143,8.5,2.3428571429,2.8714285714,3.0714285714,6.5571428571,1.9,7.2571428571,0.6571428571,8.9714285714,2.2428571429,3.6285714286,2.5714285714,3.9714285714,7.0428571429,3.6285714286,5.5428571429,2.6571428571,3.1571428571,3.2,2.5571428571,4.2285714286,3.0625,6.9375,1.325,3.6125,2.4875,4.2875,7.8875,5.875,1.875,4.825,4.55,2.875,3.6875,5.75,4.3625,1.924,2.7857142857,5.7814285714,7.7614285714,0.6571428571,3.875,3.6285714286,14.2714285714,
12-28,2.02,5.9142857143,8.3714285714,14.6,6.8571428571,6.1428571429,1.3142857143,2.6285714286,8.6428571429,2.3428571429,2.9285714286,3.0714285714,6.5714285714,1.9142857143,7.3142857143,0.6857142857,9.3428571429,2.2428571429,3.6857142857,2.5857142857,3.9714285714,7.0571428571,3.6714285714,5.6142857143,2.6571428571,3.8285714286,3.3714285714,2.6142857143,4.7571428571,3.075,6.9625,1.4,3.725,2.475,4.3375,7.9,5.9625,1.9125,5.0,4.6,2.9,4.25,5.8625,4.3625,1.9354285714,2.8028571429,5.8832142857,7.7828571429,0.6857142857,4.05,3.8285714286,14.6,
12-29,1.96,6.1285714286,8.3857142857,14.6571428571,6.8857142857,6.1285714286,1.3142857143,2.7,8.7,2.3428571429,3.1714285714,3.1428571429,7.0714285714,1.9285714286,7.3142857143,0.7428571429,9.5142857143,2.3142857143,3.6857142857,2.5714285714,3.9714285714,7.0857142857,3.6857142857,5.8428571429,2.6857142857,4.0714285714,3.4142857143,2.8428571429,5.2,3.1375,7.7875,1.5125,3.725,2.4625,4.6125,7.9375,5.9625,1.925,5.025,4.6125,2.9,4.325,5.95,4.3625,1.9348571429,2.8771428571,5.955,7.9075,0.7428571429,4.1375,3.9714285714,14.6571428571,
12-30,1.9,6.8857142857,8.3571428571,14.8,7.2571428571,6.1571428571,1.3142857143,2.7285714286,8.9285714286,2.3428571429,3.1714285714,3.2428571429,7.6285714286,1.9428571429,7.3142857143,1.2857142857,9.6571428571,2.3714285714,3.7142857143,2.5714285714,3.9714285714,7.2428571429,3.8714285714,6.9142857143,2.8714285714,4.2142857143,3.4142857143,3.2714285714,5.2,3.2875,8.5625,1.5,3.7625,2.4625,4.7375,7.9375,5.9625,1.9125,5.0875,4.7375,2.9125,4.65,6.0625,4.3625,1.9185714286,3.0678571429,6.1003571429,8.2732142857,1.2857142857,4.175,3.9714285714,14.8,
12-31,1.8,6.7857142857,8.3714285714,15.0,7.2857142857,6.2,1.3142857143,2.7714285714,9.1571428571,2.3428571429,3.2,3.2571428571,7.8571428571,1.9857142857,7.3,2.1142857143,9.6571428571,2.3714285714,3.7428571429,2.5714285714,3.9714285714,7.3285714286,4.6571428571,7.1142857143,3.1285714286,5.0428571429,3.4142857143,3.2714285714,5.2,3.5625,8.6,1.475,3.775,2.4625,4.7375,7.95,5.975,1.8125,5.15,4.7375,2.9625,4.9125,7.4,4.3625,2.0114285714,3.1714285714,6.4342857143,8.2871428571,1.3142857143,4.325,4.6571428571,15.0,
01-01,1.8,7.7285714286,8.4,15.1428571429,7.3,6.3142857143,1.3714285714,2.7857142857,9.2285714286,2.3714285714,3.2428571429,3.2857142857,8.0571428571,2.0,7.2714285714,2.1428571429,9.4285714286,2.3857142857,4.1714285714,2.5857142857,3.9714285714,7.6428571429,5.0571428571,7.5428571429,3.3285714286,5.0,3.4142857143,3.2714285714,5.2142857143,4.225,8.6,1.475,3.775,2.4625,4.7375,7.9625,5.975,1.8125,5.175,4.7875,3.0,5.1,7.525,4.3625,2.0285714286,3.26,6.6971428571,8.3314285714,1.3714285714,4.45,4.7375,15.1428571429,
01-02,1.84,7.8142857143,8.4285714286,15.1428571429,7.3428571429,6.4571428571,1.7857142857,2.8,9.2571428571,2.5,3.2571428571,3.3142857143,8.4571428571,2.2142857143,7.2571428571,2.1857142857,8.7,2.4571428571,4.2428571429,2.5857142857,3.9571428571,7.6571428571,5.0714285714,8.3714285714,3.5,5.0714285714,3.4285714286,3.2857142857,5.2142857143,4.775,8.65,1.4625,3.775,2.4625,4.75,7.975,6.1,1.8125,5.175,5.3375,3.0375,5.1,7.525,4.3625,2.1914285714,3.2742857143,6.7771428571,8.4514285714,1.4625,4.6,4.775,15.1428571429,
01-03,1.84,7.9857142857,8.4428571429,15.1428571429,7.3571428571,6.6285714286,1.9,2.8285714286,9.3142857143,2.6142857143,3.2571428571,3.3285714286,8.4857142857,2.2714285714,7.2142857143,2.1571428571,8.6571428571,2.4857142857,4.2571428571,2.8857142857,3.9428571429,7.7,5.1428571429,8.6,3.5714285714,5.6714285714,3.4571428571,3.3285714286,5.3571428571,4.8,8.6625,1.4,3.7875,2.45,4.7875,8.0125,6.2875,1.8125,5.175,5.3625,3.0625,5.1375,7.525,4.3625,2.18,3.3,6.8628571429,8.5771428571,1.4,4.6625,4.8,15.1428571429,
01-04,1.84,8.1571428571,8.4857142857,15.1571428571,7.3428571429,6.6428571429,2.0857142857,2.9,9.3142857143,2.6571428571,3.2571428571,3.3428571429,8.5428571429,2.3,7.2571428571,2.1285714286,8.9142857143,2.5,4.2714285714,3.0,3.9285714286,7.9857142857,5.1428571429,8.7142857143,3.5857142857,5.9285714286,3.6428571429,3.3571428571,5.4428571429,4.8,8.65,1.35,3.775,2.45,4.7875,8.0125,6.85,1.8125,5.2,5.3625,3.3875,5.2,7.625,4.4875,2.1628571429,3.3514285714,7.0128571429,8.6285714286,1.35,4.675,4.8,15.1571428571,
