date,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max,Median Peak SWE
01-05,1.9,8.4,8.5285714286,15.1571428571,7.3428571429,6.8285714286,2.1571428571,3.1714285714,9.3714285714,2.7428571429,3.2571428571,3.4,8.6428571429,2.4285714286,7.2428571429,2.1285714286,8.9285714286,2.5714285714,4.2857142857,3.4,3.9285714286,7.9857142857,5.1285714286,8.9,3.6714285714,5.9142857143,3.8714285714,4.1285714286,5.4428571429,4.8875,8.65,1.325,3.7875,2.45,4.825,8.0125,7.5125,1.8375,5.2,5.375,3.775,5.75,7.6625,4.6125,2.2114285714,3.5628571429,7.2828571429,8.6485714286,1.325,4.8,4.8875,15.1571428571,
01-06,1.9,8.6428571429,8.5285714286,15.1571428571,7.3428571429,7.0285714286,2.2285714286,3.2857142857,10.0142857143,2.7428571429,3.2571428571,3.5428571429,8.6571428571,2.6571428571,7.4857142857,2.1142857143,8.9285714286,2.6,4.2857142857,3.4142857143,3.9,8.1285714286,5.1142857143,8.9142857143,3.7571428571,5.9714285714,3.9285714286,4.1428571429,6.1714285714,4.9125,8.65,1.3125,3.825,2.45,4.8125,8.1125,7.525,1.925,5.275,5.5625,3.7875,6.375,7.775,4.7625,2.2728571429,3.6714285714,7.4,8.6557142857,1.3125,4.8375,4.9125,15.1571428571,
01-07,1.88,8.7142857143,8.6285714286,15.1571428571,7.3428571429,7.0857142857,2.2857142857,3.3142857143,10.2285714286,2.9714285714,3.3142857143,3.8428571429,8.8142857143,2.7428571429,7.8285714286,2.1428571429,8.9428571429,2.6571428571,4.2857142857,3.4285714286,3.9,8.3857142857,5.1285714286,9.0428571429,3.8571428571,5.9714285714,3.9714285714,4.2857142857,6.6714285714,5.05,8.65,1.3125,3.825,2.5,4.8375,8.1875,7.5375,2.275,5.5625,5.575,3.8125,6.3625,8.0375,5.2125,2.3285714286,3.82,7.4207142857,8.7942857143,1.3125,4.875,5.05,15.1571428571,
01-08,1.86,8.7285714286,8.8571428571,15.1857142857,7.4571428571,7.1,2.3142857143,3.6571428571,10.4285714286,3.2428571429,3.4571428571,3.8714285714,9.2428571429,2.7714285714,7.9857142857,2.2,8.9857142857,2.7,4.2857142857,3.4571428571,3.8714285714,8.3857142857,5.1428571429,9.2571428571,4.3285714286,6.0142857143,4.0142857143,4.5285714286,6.7,5.05,8.65,1.4625,4.025,2.575,4.8375,8.2125,7.85,2.3125,5.6375,5.5875,3.8375,6.4875,8.0375,5.45,2.3664285714,3.8578571429,7.6142857143,8.96,1.4625,4.9625,5.05,15.1857142857,
01-09,1.86,8.7285714286,9.1,15.1857142857,7.5714285714,7.1,2.3428571429,3.7857142857,10.9142857143,3.5285714286,3.5,3.8857142857,9.6142857143,3.0285714286,8.1428571429,2.1857142857,9.1,2.7142857143,4.2857142857,3.6428571429,3.9142857143,8.4,5.1428571429,9.3,5.0142857143,6.0285714286,4.0142857143,5.4142857143,6.7428571429,5.075,8.65,1.45,4.025,2.725,4.8125,8.2125,8.6125,2.425,5.6375,5.8125,4.1375,6.4875,8.0875,5.5125,2.4828571429,3.9028571429,7.7778571429,9.1,1.45,5.125,5.1428571429,15.1857142857,
01-10,1.86,8.7428571429,9.1428571429,15.1857142857,7.6428571429,7.1142857143,2.3285714286,4.1428571429,11.4714285714,3.5285714286,3.5142857143,3.8857142857,9.6714285714,3.3142857143,8.2,2.4,9.1142857143,2.7857142857,4.2857142857,3.9,3.9428571429,8.4285714286,5.2571428571,9.3,5.1428571429,6.1,4.0142857143,5.5142857143,6.7428571429,5.1125,8.65,1.45,4.0875,3.05,4.825,8.2125,8.8625,2.6375,5.625,6.0875,4.1375,6.4875,8.4375,5.625,2.6671428571,3.9857142857,7.8657142857,9.1371428571,1.45,5.2,5.2571428571,15.1857142857,
01-11,1.86,8.7714285714,9.1714285714,15.1857142857,7.6857142857,7.1142857143,2.3428571429,4.3857142857,11.8714285714,3.5857142857,3.5285714286,3.9,9.8571428571,3.4142857143,8.4,2.4142857143,9.3571428571,3.7,4.3,4.6428571429,4.2285714286,8.4142857143,5.3,9.3,5.4285714286,6.2714285714,4.0428571429,5.5857142857,6.8142857143,5.1125,8.65,1.45,4.375,3.075,4.825,8.2,9.775,2.7125,5.65,6.15,4.1375,6.4875,8.75,5.875,2.785,4.1921428571,7.8914285714,9.3457142857,1.45,5.475,5.4285714286,15.1857142857,
01-12,1.86,8.9,9.2571428571,15.1857142857,7.7428571429,7.1285714286,2.3714285714,4.5,11.9428571429,3.5857142857,3.6857142857,3.9714285714,9.8714285714,3.5285714286,8.4428571429,2.4285714286,9.6428571429,4.5,4.4285714286,5.1714285714,4.7285714286,8.4142857143,5.3285714286,9.3,5.7428571429,6.7285714286,4.1,5.6142857143,6.8428571429,5.125,8.7,1.45,4.75,3.1375,4.85,8.2,10.3125,2.7375,5.65,6.5,4.175,6.4875,8.7875,6.025,2.8175,4.4714285714,7.9257142857,9.5742857143,1.45,5.625,5.6142857143,15.1857142857,
01-13,1.86,8.9,9.2571428571,15.1857142857,7.7142857143,7.1285714286,2.3714285714,4.5142857143,12.0428571429,3.6285714286,4.0428571429,4.0,10.1428571429,3.5857142857,8.7285714286,2.4428571429,9.7285714286,4.7857142857,4.5,5.1857142857,4.9142857143,8.4285714286,5.4428571429,9.2857142857,5.7714285714,6.7714285714,4.0857142857,5.6857142857,6.8428571429,5.1375,8.8,1.45,4.7875,3.15,5.2625,8.2125,10.4125,2.7,5.65,6.8625,4.35,6.4875,8.9125,6.3875,2.79,4.5085714286,7.9135714286,9.64,1.45,5.7375,5.65,15.1857142857,
01-14,1.86,8.9285714286,9.2428571429,15.2285714286,7.6285714286,7.1428571429,2.4142857143,4.6,12.1142857143,3.7142857143,4.4857142857,4.0571428571,10.8714285714,3.6285714286,9.7857142857,2.4428571429,9.8428571429,4.8714285714,4.5285714286,5.2,5.0857142857,8.4428571429,5.5714285714,9.2857142857,5.7714285714,6.7714285714,4.0714285714,5.6857142857,6.8428571429,5.35,9.1125,1.4375,4.7875,3.1375,5.275,8.4875,10.4125,2.6875,5.65,7.3125,4.35,6.475,8.9875,7.65,2.7775,4.5714285714,7.9542857143,9.8314285714,1.4375,5.8375,5.65,15.2285714286,
01-15,1.76,8.9714285714,9.3,15.2857142857,7.5428571429,7.2142857143,2.5714285714,4.7428571429,12.1571428571,4.9714285714,4.7428571429,4.1142857143,11.0,3.6285714286,10.0857142857,2.4857142857,9.8857142857,5.4285714286,4.7285714286,5.2428571429,5.2142857143,8.4571428571,5.5857142857,9.2571428571,5.8714285714,6.9428571429,4.0714285714,5.6857142857,6.8428571429,5.35,9.1375,1.4375,4.85,3.1375,5.2875,9.1625,10.4125,2.6375,5.6875,7.725,4.3375,6.475,9.1,8.1375,2.7375,4.8071428571,8.0178571429,10.0457142857,1.4375,5.9375,5.6857142857,15.2857142857,
01-16,1.74,9.0142857143,9.3,15.2857142857,7.5,7.7,2.6,5.0142857143,12.3,5.1142857143,4.8714285714,4.1285714286,11.0857142857,3.6285714286,10.3142857143,2.5142857143,9.9285714286,5.8571428571,5.1142857143,5.3428571429,5.2428571429,8.5142857143,5.5857142857,9.2571428571,5.9142857143,7.2142857143,4.0,5.6857142857,6.8428571429,5.35,9.25,1.4625,4.875,3.1375,5.3125,9.4125,10.4125,2.575,5.775,7.7875,4.2875,6.475,9.125,8.1375,2.7075,5.0742857143,8.0782142857,10.2371428571,1.4625,6.025,5.775,15.2857142857,
01-17,1.74,9.0142857143,9.3714285714,15.2857142857,7.4714285714,8.1,2.6285714286,5.2714285714,12.3714285714,5.1571428571,4.8714285714,4.1285714286,11.2142857143,3.6285714286,10.4142857143,3.6142857143,10.0,6.5428571429,5.4285714286,5.3428571429,5.2428571429,8.5285714286,5.6142857143,9.2428571429,5.9428571429,7.2857142857,4.0142857143,5.6857142857,6.8428571429,5.35,9.0875,1.4625,4.9,3.1375,5.5125,9.6,10.4125,2.6375,6.0875,7.975,4.2875,6.4625,9.15,8.5125,3.2328571429,5.2085714286,8.2714285714,10.33,1.4625,6.25,5.9428571429,15.2857142857,
01-18,1.74,9.0285714286,9.4428571429,15.2571428571,7.4714285714,8.2571428571,2.6428571429,5.3714285714,12.4,5.1714285714,4.8857142857,4.1285714286,11.2857142857,3.6285714286,10.4857142857,3.8,10.1,6.5428571429,5.7857142857,5.3428571429,5.2714285714,8.5428571429,5.6142857143,9.2428571429,5.9285714286,7.6285714286,4.0142857143,5.6857142857,6.8428571429,5.3625,8.975,1.4625,4.9,3.1375,5.6625,9.625,10.425,2.5875,6.4125,8.0,4.2875,6.4625,9.1625,9.15,3.2357142857,5.2314285714,8.3714285714,10.36,1.4625,6.275,5.9285714286,15.2571428571,
01-19,1.8,9.1285714286,9.5,15.2142857143,7.4714285714,8.2571428571,2.6714285714,5.4142857143,12.4857142857,5.1714285714,4.9,4.1285714286,11.3,3.6285714286,10.6,4.1714285714,10.1,6.5571428571,5.8714285714,5.3714285714,5.3571428571,8.5714285714,5.6285714286,9.2428571429,5.9,8.2714285714,4.0142857143,5.6857142857,6.8428571429,5.625,9.0,2.575,4.9125,3.1375,5.625,9.8375,10.9625,2.6375,6.6875,8.0,4.2875,6.4625,9.3,9.1875,3.2357142857,5.2828571429,8.3914285714,10.5,1.8,6.35,5.9,15.2142857143,
01-20,1.88,9.2,10.2857142857,15.2142857143,7.5,8.3142857143,2.7,5.4285714286,12.5714285714,5.1857142857,4.9,4.1285714286,11.5285714286,3.6285714286,10.6285714286,4.1428571429,10.1142857143,7.0714285714,6.3428571429,5.3428571429,5.5285714286,8.6714285714,5.6428571429,9.2285714286,5.9,8.3857142857,4.0142857143,5.6857142857,6.8428571429,5.6625,9.0625,3.1125,4.9125,3.1375,5.575,10.0625,11.175,2.9375,6.8375,8.075,4.2875,6.4625,9.55,9.2,3.2357142857,5.28,8.5,10.56,1.88,6.4375,6.3428571429,15.2142857143,
01-21,1.88,9.5428571429,10.6,15.1714285714,7.5,8.4285714286,2.7571428571,5.4428571429,12.6,5.1857142857,4.9142857143,4.1285714286,11.9428571429,3.6285714286,10.6571428571,4.3857142857,10.3142857143,7.0857142857,7.0857142857,5.4,5.5285714286,8.9571428571,5.6571428571,9.2285714286,5.8857142857,8.5857142857,4.0142857143,5.7857142857,6.8428571429,5.8125,9.1125,3.5125,4.9125,3.1375,5.5625,10.075,11.475,3.0,7.275,8.075,4.3,6.6125,9.5625,9.2125,3.5357142857,5.3142857143,8.7342857143,10.6457142857,1.88,6.5375,6.6125,15.1714285714,
01-22,1.88,10.0428571429,10.6857142857,15.2571428571,7.5142857143,8.5142857143,2.7857142857,5.4571428571,12.6142857143,5.2,4.9142857143,4.1285714286,12.3142857143,3.6285714286,10.6714285714,4.7857142857,10.6142857143,7.0857142857,7.1857142857,5.4,5.5285714286,9.7142857143,5.7,9.2285714286,5.8857142857,8.6428571429,4.0428571429,5.7857142857,6.8428571429,6.025,9.1375,4.475,4.9125,3.15,5.5625,10.125,11.55,3.0875,7.35,8.25,4.3125,6.7,9.6625,9.275,3.7114285714,5.32,8.8407142857,10.6828571429,1.88,6.575,6.7,15.2571428571,
01-23,2.06,10.2714285714,10.8285714286,15.3857142857,7.5428571429,8.5571428571,2.7714285714,5.4714285714,12.9,5.2142857143,4.9285714286,4.1285714286,12.4285714286,3.6428571429,10.6857142857,4.8,11.1428571429,7.2142857143,7.5571428571,5.5571428571,5.5285714286,9.8857142857,5.7142857143,9.2142857143,5.8857142857,8.6428571429,4.0428571429,5.7857142857,7.0428571429,6.5,9.15,4.7,4.9125,3.1375,5.5625,10.1375,12.025,3.1375,7.3875,8.3625,4.375,6.7,9.7625,9.5,3.7228571429,5.3685714286,8.8457142857,11.08,2.06,6.7,6.7,15.3857142857,
01-24,2.44,10.5714285714,10.8714285714,15.4714285714,7.5428571429,8.9142857143,2.8,5.4857142857,12.9428571429,5.2285714286,4.9714285714,4.1285714286,12.6428571429,3.7,10.7714285714,5.3142857143,11.2714285714,7.2428571429,8.0857142857,5.8857142857,5.5857142857,9.9857142857,5.7571428571,9.2142857143,5.8714285714,8.6714285714,4.0428571429,5.7857142857,7.1428571429,6.5375,9.15,5.075,4.9625,3.1375,5.5625,10.275,12.2625,3.2125,7.4625,8.3625,4.4125,6.7,9.775,9.575,3.7685714286,5.4171428571,9.0085714286,11.1914285714,2.44,6.8,6.7,15.4714285714,
01-25,2.62,11.0428571429,10.9571428571,15.6142857143,7.5428571429,8.9857142857,3.3857142857,5.5142857143,12.9285714286,5.2285714286,4.9714285714,4.1285714286,12.6714285714,3.7571428571,10.8,6.1,11.3428571429,7.2428571429,8.1142857143,6.3714285714,6.0714285714,10.0571428571,5.8428571429,9.3714285714,5.8714285714,8.7571428571,4.0428571429,5.9285714286,7.6285714286,6.6,9.1375,5.4,5.1625,3.1375,5.575,10.4,12.4625,3.2375,7.4625,8.675,4.425,6.725,9.8125,9.6875,3.8142857143,5.5507142857,9.0464285714,11.2828571429,2.62,7.0125,6.725,15.6142857143,
01-26,2.74,11.1142857143,11.0285714286,15.6857142857,7.5428571429,9.0428571429,3.4857142857,5.5142857143,12.9428571429,5.2285714286,4.9857142857,4.1285714286,12.6857142857,3.8428571429,10.8714285714,6.4142857143,12.0714285714,7.2571428571,8.1857142857,6.4571428571,6.2857142857,10.0857142857,5.9428571429,9.4571428571,5.8714285714,8.7714285714,4.0428571429,5.9571428571,7.9571428571,6.925,9.125,5.45,5.1875,3.1375,5.575,10.4,12.575,3.3375,7.4625,8.725,4.4375,6.7375,9.8375,10.0375,3.8828571429,5.5507142857,9.0757142857,11.88,2.74,7.1125,6.925,15.6857142857,
01-27,2.8,11.3142857143,11.0857142857,15.8571428571,7.5285714286,9.1,3.5571428571,5.5285714286,12.9428571429,5.3714285714,4.9857142857,4.1285714286,12.7,3.9571428571,11.2142857143,6.5714285714,12.5857142857,7.2571428571,8.2571428571,6.4857142857,6.3428571429,10.2428571429,5.8857142857,9.4857142857,5.9,9.0428571429,4.0428571429,5.9857142857,7.9857142857,7.025,9.1125,5.75,5.3625,3.125,5.6125,10.4,12.65,3.3375,7.4625,9.1375,4.4375,6.7375,9.8625,10.1125,3.9742857143,5.695,9.1225,12.3314285714,2.8,7.2125,7.025,15.8571428571,
01-28,2.84,11.3571428571,11.1714285714,16.0,7.5,9.0714285714,3.7,5.5285714286,12.9428571429,5.4,5.0,4.1285714286,12.7857142857,3.9571428571,11.3285714286,7.1428571429,12.6571428571,7.2571428571,8.2571428571,6.4857142857,6.3428571429,10.2571428571,5.8571428571,10.1571428571,5.9285714286,9.2428571429,4.1,6.3714285714,8.1142857143,7.025,9.05,5.75,5.45,3.1125,5.8125,10.4125,12.675,3.4875,7.4625,9.2125,4.6125,6.725,10.0,10.1875,3.9857142857,5.7875,9.2246428571,12.3971428571,2.84,7.3625,7.1428571429,16.0,
01-29,2.92,11.5428571429,11.2428571429,16.0857142857,7.5142857143,9.0571428571,3.9571428571,5.5428571429,12.9142857143,5.6428571429,5.0428571429,4.1285714286,12.8,3.9714285714,11.4428571429,7.5857142857,13.4142857143,7.2714285714,8.3,6.5,6.3428571429,10.2571428571,5.8285714286,10.3285714286,5.9857142857,9.8571428571,4.0428571429,6.6428571429,8.1142857143,7.025,8.9875,5.75,5.9625,3.1375,5.8,10.6375,12.725,3.5,7.4625,9.65,4.775,6.7125,10.1375,10.1875,3.9857142857,5.8171428571,9.7328571429,12.4885714286,2.92,7.475,7.2714285714,16.0857142857,
01-30,3.16,11.5714285714,11.9714285714,16.1571428571,7.6142857143,9.0285714286,4.0,5.9285714286,12.9,5.7428571429,5.0571428571,4.1285714286,12.8,4.0,11.4714285714,7.7428571429,13.4571428571,7.3428571429,8.3,6.5142857143,6.6428571429,10.2571428571,5.7857142857,10.5142857143,5.9857142857,10.0142857143,4.0428571429,7.1857142857,8.1142857143,7.05,8.9625,5.7375,6.7,3.425,5.8,11.2125,12.725,3.5125,7.45,9.775,5.0,6.7125,10.1375,10.1875,4.0085714286,5.8771428571,9.8707142857,12.5742857143,3.16,7.6,7.3428571429,16.1571428571,
01-31,3.38,11.6,11.9714285714,16.2428571429,7.6428571429,9.0428571429,4.0,5.9857142857,12.9285714286,6.0,5.0571428571,4.1285714286,12.9,4.0714285714,11.6285714286,7.9571428571,13.5,7.3571428571,8.4,6.6428571429,6.6571428571,10.2857142857,5.6714285714,10.5857142857,6.0,10.3857142857,4.0428571429,7.2714285714,8.1142857143,7.4375,8.975,5.75,7.0125,3.425,5.775,11.525,12.725,3.475,7.45,9.9125,5.0,6.7125,10.1375,10.1875,4.0485714286,5.9942857143,10.0025,12.5742857143,3.38,7.7,7.4375,16.2428571429,
02-01,3.38,11.7142857143,12.0,16.2714285714,7.6714285714,9.0571428571,4.0142857143,6.0142857143,12.9714285714,6.2428571429,5.0714285714,4.1285714286,12.9142857143,4.0714285714,11.5714285714,8.0285714286,13.6428571429,7.3714285714,8.5571428571,6.9142857143,6.6857142857,10.3,5.4857142857,10.6285714286,6.0,10.6857142857,4.0428571429,7.9857142857,8.1142857143,7.625,9.0,5.7625,7.0625,3.4375,5.775,11.6,12.7625,3.4875,7.45,9.95,5.0125,6.7125,10.1375,10.1875,4.0485714286,6.0085714286,10.025,12.61,3.38,7.8125,7.625,16.2714285714,
02-02,3.4,11.7714285714,12.0714285714,16.3142857143,7.6857142857,9.0285714286,4.0285714286,6.0714285714,13.4428571429,6.5142857143,5.0714285714,4.1285714286,12.9714285714,4.0714285714,11.5428571429,8.0428571429,13.7428571429,7.5285714286,8.5571428571,6.9857142857,6.7142857143,10.3285714286,5.5285714286,10.7428571429,6.0285714286,11.4285714286,4.0428571429,8.0857142857,8.1142857143,7.65,9.0125,5.875,7.0625,3.4625,5.8125,11.65,12.7625,3.4375,7.5,9.9375,5.075,6.7,10.1375,10.475,4.0485714286,6.0542857143,10.0175,12.6242857143,3.4,7.825,7.65,16.3142857143,
02-03,3.38,12.1285714286,12.1142857143,16.3,7.8571428571,9.1285714286,4.1714285714,6.1,13.6857142857,6.5714285714,5.0857142857,4.1285714286,12.9714285714,4.0714285714,11.5428571429,8.0571428571,13.7857142857,7.8428571429,8.7428571429,7.0142857143,6.8,10.3285714286,5.5285714286,11.1571428571,6.0285714286,11.8428571429,4.0571428571,8.6571428571,8.1428571429,7.6625,9.0125,5.8875,7.0625,3.4625,5.85,11.6625,12.7625,3.3875,7.8125,9.975,5.25,6.7,10.1375,10.8,4.0828571429,6.0714285714,10.04,12.6357142857,3.38,7.925,7.8428571429,16.3,
02-04,3.38,12.3142857143,12.1428571429,16.3428571429,8.0428571429,9.6142857143,4.2428571429,6.1,13.7857142857,6.6428571429,5.1142857143,4.1285714286,12.9714285714,4.0714285714,11.5285714286,8.1714285714,13.8285714286,8.1142857143,8.7428571429,7.0428571429,6.8428571429,10.3285714286,5.5428571429,11.5,5.9714285714,11.8571428571,4.0857142857,9.4857142857,8.1428571429,7.8,9.025,5.9,7.0625,3.925,5.85,11.75,12.8,3.325,8.3625,10.0125,5.525,6.7,10.125,10.9875,4.0942857143,6.0485714286,10.0575,12.7028571429,3.325,8.1,8.1142857143,16.3428571429,
02-05,3.38,12.4428571429,12.2142857143,16.4714285714,8.1142857143,9.7714285714,4.2714285714,6.1428571429,13.8714285714,6.7571428571,5.1428571429,4.1285714286,12.9857142857,4.0857142857,11.5142857143,9.0714285714,13.9285714286,8.1142857143,8.7428571429,7.0714285714,6.9,10.3285714286,5.6285714286,11.6857142857,5.9571428571,12.1,4.1,9.5714285714,8.1428571429,7.9,9.025,5.9,7.0625,3.925,5.8,11.9375,12.8125,3.25,8.825,10.0125,5.575,6.7125,10.1375,11.1625,4.1057142857,6.0685714286,10.0625,12.7385714286,3.25,8.225,8.1142857143,16.4714285714,
02-06,3.38,12.4428571429,12.3714285714,16.5,8.1857142857,10.1571428571,4.2857142857,6.1571428571,13.9,6.8571428571,5.1571428571,4.1428571429,13.0571428571,4.0857142857,11.5142857143,9.2571428571,13.9714285714,8.1285714286,8.7857142857,7.1142857143,6.9571428571,10.3285714286,5.6571428571,11.8428571429,5.9142857143,12.1,4.1,9.6142857143,8.3142857143,8.0375,9.025,5.9,7.0625,3.925,5.75,11.95,12.8,3.2375,8.7875,10.4125,5.6,6.7125,10.275,11.3625,4.1085714286,6.06,10.2964285714,12.7285714286,3.2375,8.275,8.1857142857,16.5,
02-07,3.38,12.5,12.9428571429,16.5857142857,8.2428571429,10.3142857143,4.3,6.1714285714,13.8142857143,7.1285714286,5.1714285714,4.1428571429,13.1142857143,4.1428571429,11.5142857143,9.2714285714,14.0285714286,8.2857142857,9.1142857143,7.1714285714,6.9857142857,10.3571428571,5.6571428571,12.1,5.9285714286,12.1,4.1,9.9,8.3428571429,8.05,9.0875,5.9125,7.0625,4.05,5.575,11.95,13.075,3.2125,8.8125,10.6,5.6,6.7125,10.45,11.6875,4.1428571429,6.0742857143,10.3942857143,13.0485714286,3.2125,8.35,8.2857142857,16.5857142857,
02-08,3.38,12.5571428571,13.0714285714,16.5857142857,8.7,10.4,4.3,6.2285714286,13.8428571429,7.1857142857,5.1714285714,4.1857142857,13.1428571429,4.4571428571,11.5428571429,9.2857142857,14.0857142857,8.3857142857,9.3571428571,7.2,6.9857142857,10.4428571429,5.6857142857,12.4428571429,5.9285714286,12.1,4.1,10.1857142857,8.3571428571,8.05,9.175,5.95,7.075,4.4625,5.35,11.95,13.6,3.1875,8.7875,10.6,5.6,6.725,10.45,11.825,4.3314285714,6.1171428571,10.4457142857,13.1285714286,3.1875,8.3875,8.3857142857,16.5857142857,
02-09,3.38,12.5857142857,13.3,16.6142857143,9.3,10.4714285714,4.3,6.2428571429,13.8714285714,7.5714285714,5.1857142857,4.2142857143,13.2428571429,4.5142857143,11.5714285714,9.2857142857,14.0857142857,8.5142857143,9.6285714286,7.2,6.9857142857,10.5857142857,5.7,12.4571428571,5.9285714286,12.1,4.1285714286,10.2428571429,8.3571428571,8.05,9.2125,5.95,7.1625,4.8,5.2375,11.95,13.6625,3.175,8.875,10.5875,5.575,6.725,10.45,11.8625,4.3428571429,6.1257142857,10.5171428571,13.2885714286,3.175,8.4625,8.5142857143,16.6142857143,
02-10,3.38,12.7142857143,13.5285714286,16.8285714286,9.3571428571,10.5428571429,4.3,6.4285714286,13.9,7.8285714286,5.1857142857,4.2285714286,13.5428571429,4.6857142857,11.5857142857,9.2428571429,14.0857142857,8.5428571429,10.3857142857,7.2428571429,6.9857142857,10.5857142857,5.6571428571,12.4857142857,5.9428571429,12.1142857143,4.2285714286,10.2428571429,8.5857142857,8.05,9.2125,5.95,7.325,5.0625,5.1875,11.95,13.35,3.1625,9.3,10.5625,5.575,6.725,10.45,12.125,4.3771428571,6.2371428571,10.5507142857,13.4928571429,3.1625,8.6,8.5857142857,16.8285714286,
02-11,3.4,12.7571428571,13.8428571429,18.1666666667,9.4,10.6857142857,4.3428571429,6.5,13.9285714286,7.8571428571,5.2142857143,4.3,13.7,5.4,11.5857142857,9.2285714286,14.0857142857,8.8857142857,10.4714285714,7.3571428571,7.0285714286,10.6428571429,5.6428571429,12.4857142857,5.9571428571,12.1285714286,4.3571428571,10.2428571429,8.6857142857,8.0625,9.2125,5.9375,7.3375,5.0875,5.175,11.95,13.5,3.1625,9.6125,10.6125,5.5875,6.725,10.45,12.1375,4.5032142857,6.2828571429,10.6246428571,13.66,3.1625,8.675,8.8857142857,18.1666666667,
02-12,3.42,12.7571428571,13.8714285714,18.1833333333,9.7857142857,10.7857142857,4.3714285714,6.5142857143,13.9571428571,7.8857142857,5.2142857143,4.4,14.0142857143,5.5285714286,11.7142857143,9.2428571429,14.1714285714,9.2142857143,10.4857142857,7.5,7.0857142857,10.6428571429,5.6714285714,12.4857142857,5.9857142857,12.1571428571,4.5857142857,10.2428571429,8.8285714286,8.1625,9.225,5.9375,7.3875,5.0875,5.1625,11.9375,13.5375,3.25,9.6125,10.625,5.975,6.725,10.45,12.2,4.6860714286,6.3028571429,10.6321428571,13.8046428571,3.25,8.725,9.2142857143,18.1833333333,
02-13,3.44,12.7714285714,14.0285714286,18.55,9.8428571429,11.8,4.4571428571,6.5428571429,14.0142857143,7.9571428571,5.3142857143,4.6285714286,14.0571428571,5.5285714286,11.9714285714,9.2571428571,14.2428571429,9.5142857143,10.5571428571,7.9,7.1285714286,10.6428571429,5.7428571429,12.5,6.0142857143,12.1857142857,4.5857142857,10.2428571429,8.8714285714,8.1875,9.175,5.95,7.4,5.3625,5.1375,11.9125,13.5375,3.2625,9.7875,10.6,6.275,6.725,10.45,12.2125,4.7303571429,6.4357142857,10.6171428571,13.9189285714,3.2625,8.825,9.175,18.55,
02-14,3.44,13.1142857143,14.7,19.1166666667,9.8857142857,11.9285714286,4.8142857143,6.5428571429,14.0571428571,8.0857142857,5.4571428571,4.7,14.0857142857,5.5714285714,12.1714285714,9.2428571429,14.2571428571,9.5714285714,10.6,8.4571428571,7.1285714286,10.6428571429,5.8142857143,12.5,6.5142857143,12.1714285714,4.5857142857,10.3571428571,8.9857142857,8.2125,9.125,5.9875,7.4,5.225,5.0875,11.9,13.4875,3.3,10.9375,10.5625,7.0375,6.725,10.525,12.2125,4.8689285714,6.6521428571,10.7607142857,13.9432142857,3.3,8.9375,9.125,19.1166666667,
02-15,3.52,13.2857142857,14.7571428571,19.3333333333,9.9571428571,12.1142857143,4.9142857143,6.5714285714,14.0714285714,8.1,5.3428571429,4.7142857143,14.1,5.5714285714,12.1857142857,9.2571428571,14.3428571429,10.0,10.7285714286,8.6857142857,7.1428571429,10.6285714286,5.8857142857,12.5142857143,6.7142857143,12.1857142857,4.6,10.3285714286,9.0,8.2375,9.1125,6.125,7.4,5.175,5.0375,12.0625,13.45,3.475,11.325,10.55,7.1625,6.7875,10.7,12.5375,4.9389285714,6.7582142857,10.9671428571,13.9471428571,3.475,8.95,9.1125,19.3333333333,
02-16,3.38,13.3857142857,14.8571428571,19.8166666667,10.0,12.2714285714,5.0428571429,6.5857142857,14.1,8.1857142857,5.3285714286,5.1,14.2142857143,5.5714285714,12.2428571429,9.2714285714,14.3571428571,10.2714285714,10.7714285714,8.7,7.1428571429,10.6285714286,5.9142857143,12.5428571429,6.7571428571,12.3,5.0571428571,10.3571428571,9.0714285714,8.2375,9.1,6.2125,7.4,5.125,5.0125,11.95,13.4625,3.4875,11.45,10.55,7.7,6.825,10.7,13.15,5.0657142857,6.7978571429,11.0428571429,13.9725,3.38,8.975,9.1,19.8166666667,
02-17,3.32,13.4,14.9142857143,20.6,10.0285714286,12.8,5.0714285714,6.6142857143,14.1714285714,9.1428571429,5.5428571429,5.2571428571,14.2571428571,5.5857142857,12.2428571429,9.3,14.4,10.2857142857,11.2285714286,8.8571428571,7.1428571429,10.6285714286,5.9428571429,12.8857142857,6.7714285714,12.3,5.2285714286,10.3571428571,9.1428571429,8.2375,9.275,6.2375,7.4,5.1375,4.925,11.9375,13.5,3.525,11.7625,11.075,8.025,6.8875,10.7,13.35,5.1557142857,6.8410714286,11.4421428571,14.0371428571,3.32,9.025,9.275,20.6,
