,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
11-13,0.125,0.23333333333333336,1.1166666666666667,0.45999999999999996,2.733333333333333,0.5166666666666667,0.6333333333333334,0.35000000000000003,1.1666666666666667,0.23333333333333336,0.18333333333333335,0.25,0.38333333333333336,0.0,1.9166666666666667,0.0,0.2833333333333333,0.06666666666666667,0.7999999999999999,0.0,1.15,0.0,1.4000000000000001,0.5,0.3333333333333333,0.6166666666666667,1.2333333333333334,0.03333333333333333,0.18333333333333335,0.32857142857142857,0.5857142857142856,0.6857142857142857,0.4571428571428572,0.09999999999999999,0.5625,1.4125,0.0,0.5125,0.0,0.0,1.35,0.0,1.6625,0.075
11-14,0.125,0.21666666666666667,1.1166666666666667,0.5,2.716666666666667,0.5499999999999999,0.5333333333333333,0.35000000000000003,1.2166666666666666,0.23333333333333336,0.18333333333333335,0.26666666666666666,0.4000000000000001,0.0,1.9333333333333336,0.0,0.35000000000000003,0.03333333333333333,0.7999999999999999,0.0,1.3166666666666667,0.0,1.4000000000000001,0.5166666666666667,0.31666666666666665,0.3666666666666667,1.3,0.03333333333333333,0.0,0.3285714285714286,0.6428571428571429,0.6714285714285715,0.4571428571428572,0.18571428571428572,1.05,1.425,0.0,0.55,0.0,0.0,1.4125,0.0,1.6375,0.075
11-15,0.125,0.18333333333333335,1.1833333333333333,0.56,2.6833333333333336,0.6166666666666667,0.4833333333333334,0.35000000000000003,1.2833333333333334,0.23333333333333336,0.18333333333333335,0.26666666666666666,0.4000000000000001,0.0,2.016666666666667,0.0,0.4333333333333333,0.05000000000000001,0.7999999999999999,0.0,1.3666666666666665,0.0,1.4166666666666667,0.7166666666666667,0.3,0.35000000000000003,1.2666666666666666,0.016666666666666666,0.0,0.37142857142857144,0.5142857142857143,0.6571428571428571,0.48571428571428577,0.18571428571428572,1.0625,1.525,0.0,0.7125,0.0,0.0,1.4375,0.0,1.6375,0.075
11-16,0.0,0.15,1.2333333333333332,0.76,2.6833333333333336,0.7666666666666667,0.4833333333333334,0.3,1.8,0.20000000000000004,0.18333333333333335,0.3166666666666667,0.4000000000000001,0.0,2.316666666666667,0.0,0.4666666666666666,0.05000000000000001,0.8666666666666667,0.0,1.3666666666666665,0.0,1.3666666666666665,0.9833333333333334,0.26666666666666666,0.35000000000000003,1.2166666666666666,0.016666666666666666,0.0,0.42857142857142855,0.4714285714285714,0.6857142857142857,0.48571428571428577,0.34285714285714286,1.075,1.5875,0.0,0.925,0.0,0.0,1.35,0.0,1.625,0.1125
11-17,0.0,0.25,1.5666666666666664,1.08,2.75,1.0,0.4166666666666667,0.26666666666666666,2.5833333333333335,0.25,0.18333333333333335,0.7333333333333334,0.4000000000000001,0.0,2.6999999999999997,0.0,1.1666666666666667,0.3,1.1166666666666665,0.19999999999999998,1.3666666666666665,0.0,1.383333333333333,1.0333333333333334,0.2333333333333333,0.35000000000000003,1.1166666666666667,0.016666666666666666,0.0,0.42857142857142855,0.4714285714285714,0.7285714285714285,0.5428571428571428,0.32857142857142857,1.0875,1.7,0.0,1.075,0.0,0.0,1.2625,0.0,1.625,0.1125
11-18,0.0,0.25,1.9666666666666668,1.2799999999999998,2.783333333333333,1.0333333333333334,0.5166666666666667,0.2333333333333333,2.6166666666666667,0.2333333333333333,0.16666666666666666,1.0999999999999999,0.4166666666666667,0.0,2.716666666666667,0.0,0.7333333333333334,0.3833333333333333,1.1166666666666665,0.25,1.3833333333333335,0.0,1.383333333333333,1.0333333333333334,0.2333333333333333,0.3666666666666667,1.05,0.0,0.0,0.42857142857142855,0.4714285714285714,0.9571428571428572,0.6428571428571429,0.34285714285714286,1.175,1.7375,0.0,1.0875,0.0,0.0,1.25,0.0375,1.625,0.175
11-19,0.0,0.26666666666666666,2.25,1.7,2.8166666666666664,1.25,0.5166666666666667,0.19999999999999998,2.6166666666666667,0.25,0.25,1.1166666666666667,0.4833333333333334,0.0,2.766666666666667,0.0,0.3,0.4666666666666666,1.1166666666666665,0.2833333333333333,1.45,0.0,1.4000000000000001,1.05,0.2333333333333333,0.3666666666666667,0.9500000000000001,0.03333333333333333,0.0,0.4571428571428572,0.6857142857142858,0.9571428571428572,0.5714285714285714,0.5857142857142856,1.2375,1.7750000000000001,0.0,1.1375,0.0,0.0,1.1875,0.049999999999999996,1.625,0.475
11-20,0.0,0.35000000000000003,2.3333333333333335,1.6833333333333333,2.9166666666666665,1.3666666666666665,0.5833333333333334,0.19999999999999998,2.6833333333333336,0.2833333333333334,0.5166666666666667,1.3166666666666667,0.5499999999999999,0.0,3.0666666666666664,0.0,0.2833333333333333,0.4666666666666666,1.3166666666666667,0.5,1.45,0.0,1.383333333333333,1.0833333333333333,0.2333333333333333,0.3499999999999999,0.8333333333333334,0.03333333333333333,0.0,0.5571428571428572,0.9428571428571428,1.0142857142857142,0.4571428571428572,0.8142857142857143,1.25,1.6,0.0,1.225,0.0,0.0,1.125,0.049999999999999996,1.625,0.4875
11-21,0.275,0.4166666666666667,2.4666666666666663,1.9,2.933333333333333,1.4666666666666668,0.75,0.19999999999999998,3.216666666666667,0.3,0.6333333333333333,1.4000000000000001,0.9,0.016666666666666666,3.1166666666666667,0.0,0.2833333333333333,0.4666666666666666,1.5,0.6666666666666666,1.45,0.2833333333333333,1.2166666666666666,1.0999999999999999,0.2333333333333333,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.0,0.5857142857142856,1.4000000000000001,1.0857142857142856,0.41428571428571426,0.8142857142857143,1.3125,1.55,0.0125,0.9125,0.025,0.0,1.1625,0.049999999999999996,1.625,0.5
11-22,0.425,0.5333333333333333,2.4833333333333334,1.9600000000000002,2.933333333333333,1.5666666666666667,1.0166666666666666,0.19999999999999998,3.6833333333333336,0.3166666666666667,0.6333333333333333,1.4000000000000001,1.7166666666666666,0.19999999999999998,3.15,0.0,0.3833333333333333,0.5,1.6166666666666665,0.6666666666666666,1.45,0.5666666666666667,1.1833333333333333,1.1166666666666665,0.2833333333333333,0.3166666666666667,0.5,0.08333333333333333,0.0,0.7857142857142857,1.9857142857142858,1.1142857142857143,0.39999999999999997,0.8285714285714285,1.5625,1.55,0.05,0.65,0.1875,0.0,1.175,0.049999999999999996,1.6625,0.5
11-23,0.625,1.1833333333333333,2.4833333333333334,2.4200000000000004,3.1666666666666665,1.8166666666666667,1.0166666666666666,0.19999999999999998,4.183333333333334,0.75,0.6666666666666666,1.4000000000000001,1.8166666666666667,0.3166666666666667,3.1666666666666665,0.0,0.45,0.5333333333333333,1.6833333333333336,0.6666666666666666,1.45,0.6166666666666667,1.1333333333333333,1.1666666666666667,0.2833333333333333,0.3166666666666667,0.5333333333333333,0.09999999999999999,0.0,0.8285714285714286,2.2,1.157142857142857,0.38571428571428573,0.8142857142857143,1.6,1.6,0.1,0.45,1.0375,0.0,1.2,0.049999999999999996,1.6625,0.675
11-24,0.675,1.4500000000000002,2.4499999999999997,3.08,3.6999999999999997,2.6333333333333333,1.0,0.3166666666666667,4.416666666666667,1.1333333333333333,0.6666666666666666,1.4333333333333333,1.8333333333333333,0.3333333333333333,3.233333333333333,0.03333333333333333,0.5,0.5,1.75,0.7833333333333333,1.45,1.0,1.0666666666666667,1.2166666666666666,0.3333333333333333,0.3166666666666667,0.5333333333333333,0.09999999999999999,0.0,0.8428571428571429,2.2285714285714286,1.157142857142857,0.3428571428571429,0.8142857142857143,1.6375,2.0625,0.125,0.4,1.0625,0.05,1.2375,0.049999999999999996,1.6625,0.675
11-25,0.7250000000000001,1.5,2.433333333333333,3.12,3.733333333333333,2.8166666666666664,0.8833333333333333,0.35000000000000003,4.8999999999999995,1.5999999999999999,0.8333333333333334,1.5166666666666666,1.9166666666666667,0.3333333333333333,3.4499999999999997,0.21666666666666667,0.5,0.5166666666666667,1.75,0.85,1.5333333333333332,1.2166666666666666,1.0666666666666667,1.55,0.65,0.8333333333333334,0.5333333333333333,0.09999999999999999,0.0,0.8857142857142858,2.2714285714285714,1.157142857142857,0.35714285714285715,0.8285714285714285,1.5625,2.3375,0.125,0.3875,1.0625,0.2125,1.325,0.07500000000000001,1.7,0.675
11-26,0.7250000000000001,1.6500000000000001,2.4833333333333334,3.16,3.766666666666667,2.8499999999999996,0.8666666666666666,0.35000000000000003,5.216666666666667,1.95,0.8333333333333334,1.6500000000000001,1.95,0.3666666666666667,3.533333333333333,0.2833333333333333,0.5166666666666666,0.75,1.7333333333333334,0.7833333333333333,1.5333333333333332,1.2333333333333334,1.0666666666666667,1.8,0.6666666666666666,0.8666666666666667,0.9,0.11666666666666665,0.0,0.9,2.314285714285714,1.157142857142857,0.42857142857142855,0.8142857142857143,1.4875,2.425,0.2,0.3375,1.175,0.4125,1.325,0.07500000000000001,1.8,0.675
11-27,0.7250000000000001,1.7333333333333334,2.533333333333333,3.0666666666666664,4.066666666666666,2.9,0.8666666666666666,0.36666666666666664,5.383333333333333,1.95,0.8333333333333334,1.9666666666666668,2.1,0.43333333333333335,4.0,0.5833333333333334,0.5666666666666667,0.85,1.7333333333333334,0.7833333333333332,1.6333333333333335,1.25,1.0666666666666667,1.8499999999999999,0.9833333333333334,0.9,1.1166666666666667,0.35000000000000003,0.0,0.9,2.7857142857142856,1.157142857142857,0.42857142857142855,0.7999999999999999,1.3375,2.4125,0.5375,0.4375,1.35,0.575,1.325,0.05,1.8375,0.7
11-28,0.775,1.7999999999999998,2.8666666666666667,3.1,4.45,3.6833333333333336,0.85,0.36666666666666664,5.633333333333334,1.95,0.8333333333333334,2.0333333333333337,2.15,0.43333333333333335,4.116666666666667,0.8833333333333333,0.9166666666666666,0.85,1.7833333333333332,0.7999999999999999,1.6500000000000001,2.3,1.05,1.95,1.05,1.1666666666666667,1.3333333333333333,0.3666666666666667,0.0,0.9142857142857144,2.9285714285714284,1.1428571428571428,0.4571428571428572,0.7857142857142857,1.2875,2.4,0.8125,0.4875,1.5375,0.6375,1.325,0.05,2.1125,0.7125
11-29,0.825,1.8666666666666665,3.3833333333333333,3.1833333333333336,4.5,3.75,0.85,0.39999999999999997,5.633333333333334,1.8833333333333335,0.8333333333333334,2.183333333333333,2.1666666666666665,0.5166666666666667,4.1499999999999995,0.7333333333333334,1.0,0.8833333333333333,2.15,0.7333333333333334,1.7666666666666668,2.9333333333333336,1.05,2.1,1.0833333333333333,1.5166666666666666,1.3333333333333333,0.3666666666666667,0.0,0.9142857142857144,2.942857142857143,1.1285714285714286,0.4714285714285714,0.7857142857142857,1.3624999999999998,2.4,0.925,0.4875,1.8875,0.825,1.3375,0.05,2.1625,0.725
11-30,0.925,1.8666666666666665,3.8333333333333335,3.8499999999999996,4.733333333333333,3.8166666666666664,0.85,0.5833333333333334,5.633333333333334,1.9000000000000001,0.8333333333333334,2.183333333333333,2.2166666666666663,0.85,4.2,0.46666666666666673,1.0166666666666666,0.8833333333333333,2.1999999999999997,0.65,1.7666666666666668,2.9333333333333336,1.0333333333333332,2.033333333333333,1.1666666666666667,1.6166666666666665,1.4166666666666667,0.3666666666666667,0.0,0.9142857142857144,3.2285714285714286,1.1428571428571428,0.7000000000000001,0.7999999999999999,1.5,2.4,1.0125,0.5375,2.325,0.85,1.3375,0.05,2.2,0.875
12-01,0.9750000000000001,1.9666666666666666,4.05,4.15,4.766666666666667,4.45,0.7833333333333332,0.6833333333333332,5.633333333333334,1.883333333333333,0.8833333333333333,2.1999999999999997,2.4833333333333334,0.9666666666666667,4.45,0.3166666666666667,1.5333333333333332,0.9,2.183333333333333,0.7333333333333334,1.7666666666666668,3.15,1.0333333333333332,1.95,1.1833333333333333,1.9666666666666668,1.4166666666666667,0.3666666666666667,0.0,0.9142857142857144,3.6,1.1428571428571428,0.6857142857142857,0.7999999999999999,1.5875,2.45,1.0375,0.55,2.6875,1.2000000000000002,1.3375,0.05,2.5625,1.225
12-02,0.9750000000000001,2.0,4.283333333333333,4.3500000000000005,4.766666666666667,4.8,0.7833333333333332,0.6833333333333332,5.633333333333334,1.9000000000000001,0.8666666666666666,2.216666666666667,2.533333333333333,1.0166666666666668,4.45,0.25,1.6166666666666665,0.9,2.1666666666666665,1.05,1.7666666666666668,3.733333333333333,1.0333333333333332,1.95,1.1833333333333333,1.9666666666666668,1.4166666666666667,0.43333333333333335,0.03333333333333333,0.9142857142857144,3.6999999999999997,1.1428571428571428,0.8285714285714285,0.8857142857142858,1.6375,2.575,1.05,0.5874999999999999,2.7,1.5375,1.3375,0.037500000000000006,2.575,1.8625
12-03,1.125,2.0,4.3,4.95,4.766666666666667,4.816666666666666,0.7833333333333332,0.6333333333333333,5.633333333333334,1.9000000000000001,0.8166666666666668,2.216666666666667,2.55,1.0833333333333333,4.933333333333333,0.39999999999999997,1.7666666666666666,0.9,2.3000000000000003,1.0833333333333333,1.7666666666666668,3.783333333333333,1.0333333333333332,1.95,1.1833333333333333,2.1666666666666665,1.4166666666666667,0.25,0.03333333333333333,0.9142857142857144,3.885714285714286,1.1428571428571428,0.8714285714285713,0.9285714285714286,1.7375,2.6125,1.05,0.85,2.625,1.5625,1.3375,0.037500000000000006,2.6625,2.8
12-04,1.3,2.0,4.3500000000000005,5.25,4.766666666666667,4.883333333333333,0.8333333333333334,0.6166666666666667,5.633333333333334,1.9000000000000001,0.8166666666666668,2.216666666666667,2.55,1.1833333333333333,5.066666666666666,0.48333333333333334,2.3000000000000003,0.9333333333333332,2.35,1.1,1.7833333333333334,3.816666666666667,1.0333333333333332,2.0,1.1833333333333333,2.1999999999999997,1.4333333333333333,0.11666666666666668,0.03333333333333333,0.9142857142857144,4.1,1.2142857142857142,0.8428571428571429,0.9571428571428572,1.7875,2.6625,1.225,0.85,2.725,1.6125,1.3375,0.037500000000000006,2.8625,2.7875
12-05,1.35,2.0,4.616666666666666,5.716666666666666,4.783333333333334,4.95,0.8999999999999999,0.6166666666666667,5.633333333333334,2.0,0.8166666666666668,2.2333333333333334,2.55,1.2166666666666666,5.1499999999999995,0.6666666666666666,2.966666666666667,0.9500000000000001,2.516666666666667,1.1,1.7833333333333334,4.516666666666667,1.0333333333333332,1.9666666666666668,1.1833333333333333,2.1999999999999997,1.4333333333333333,0.09999999999999999,0.03333333333333333,0.9285714285714286,4.128571428571428,1.2,0.7857142857142857,0.9857142857142858,1.7875,2.6625,1.2375,0.8625,2.8125,1.6125,1.3499999999999999,0.025,2.8625,2.7875
12-06,1.4,2.0,4.716666666666667,6.766666666666667,4.833333333333334,5.05,1.0,0.75,5.633333333333334,2.066666666666667,0.85,2.35,2.5666666666666664,1.2833333333333334,5.45,0.6833333333333335,3.1999999999999997,1.0833333333333333,2.6166666666666667,1.2500000000000002,1.7833333333333334,4.683333333333334,1.0333333333333332,2.1166666666666667,1.3499999999999999,2.183333333333333,1.4833333333333334,0.35000000000000003,0.03333333333333333,0.9714285714285715,4.457142857142857,1.2142857142857142,0.7285714285714285,1.1142857142857143,1.75,2.6875,1.3625,0.8625,2.825,1.6125,1.3499999999999999,0.025,2.8625,3.025
12-07,1.4,1.9666666666666666,4.8999999999999995,6.983333333333333,4.866666666666667,5.466666666666666,1.0333333333333334,0.8333333333333334,5.633333333333334,2.066666666666667,0.8666666666666666,2.6166666666666667,2.716666666666667,1.3166666666666667,5.483333333333334,0.7999999999999999,3.466666666666667,1.2833333333333332,2.6166666666666667,1.5666666666666667,1.7833333333333334,4.683333333333334,1.0333333333333332,2.4,1.5999999999999999,2.1666666666666665,1.4833333333333334,0.48333333333333334,0.08333333333333333,0.9714285714285715,4.457142857142857,1.2285714285714284,0.7142857142857143,1.4428571428571428,1.7375,2.6625,1.3625,0.875,2.8375,1.8250000000000002,1.3875,0.025,2.8625,3.4375
12-08,1.4,1.9333333333333333,4.8999999999999995,7.083333333333333,4.883333333333334,5.7,1.0166666666666666,1.1166666666666667,5.666666666666667,2.066666666666667,0.8833333333333333,2.6333333333333333,3.5,1.4333333333333333,5.5,0.8166666666666668,3.5,1.45,2.766666666666667,1.6166666666666665,1.8,4.683333333333334,1.0333333333333334,2.45,2.6666666666666665,2.15,1.5,0.5166666666666667,0.18333333333333335,0.9714285714285715,4.471428571428571,1.2285714285714284,0.7571428571428571,1.4428571428571428,1.75,2.5375,1.9375,0.875,2.8375,2.025,1.3875,0.025,2.9875,3.425
12-09,1.4,1.9333333333333333,4.866666666666666,7.3999999999999995,4.9,5.766666666666667,1.0166666666666666,1.2833333333333334,5.683333333333334,2.1,0.8833333333333333,2.6333333333333333,4.166666666666667,1.4666666666666668,5.5,0.7999999999999999,3.5,1.4833333333333334,2.766666666666667,1.6500000000000001,2.3833333333333333,4.7,1.05,2.566666666666667,2.65,2.1166666666666667,1.5166666666666666,0.5499999999999999,0.25,0.9714285714285715,4.585714285714286,1.2285714285714284,0.8714285714285713,1.457142857142857,1.725,2.475,2.125,0.8625,2.8499999999999996,2.075,1.3875,0.0875,3.125,3.4375
12-10,1.4,1.9333333333333333,4.866666666666666,7.583333333333333,4.95,5.800000000000001,0.9500000000000001,1.4333333333333336,5.7,2.1166666666666667,0.9333333333333332,2.6333333333333333,4.366666666666666,1.4666666666666668,5.533333333333334,0.75,3.766666666666667,1.5333333333333332,2.783333333333333,1.6500000000000001,2.433333333333333,4.733333333333333,1.1500000000000001,2.75,2.45,2.0833333333333335,1.7666666666666666,0.6333333333333333,0.2833333333333333,0.9714285714285715,4.814285714285715,1.2285714285714284,0.9428571428571428,1.4714285714285715,1.7,2.7,3.3,0.8625,2.875,2.0875,1.3875,0.175,3.2625,3.4375
12-11,1.4,1.95,4.8999999999999995,8.450000000000001,5.116666666666666,5.800000000000001,0.9333333333333332,1.45,5.716666666666668,2.1166666666666667,1.0999999999999999,2.6333333333333333,4.583333333333333,1.6166666666666665,5.616666666666667,0.6,4.15,1.5333333333333332,2.8666666666666667,1.7,2.4833333333333334,4.816666666666666,1.3499999999999999,2.733333333333333,2.3666666666666667,2.066666666666667,2.033333333333333,0.6333333333333333,0.3,1.1857142857142857,4.885714285714286,1.2285714285714284,0.9714285714285715,1.4714285714285715,1.675,2.9,3.3125,0.8625,2.9124999999999996,2.45,1.425,0.3375,3.8875,3.4499999999999997
12-12,1.4,2.0833333333333335,5.083333333333333,8.950000000000001,5.483333333333333,5.800000000000001,0.9333333333333332,1.5,5.716666666666668,2.15,1.1166666666666667,2.6333333333333333,4.733333333333333,1.7666666666666666,6.033333333333334,0.4166666666666667,4.3,1.5666666666666667,2.8833333333333333,1.8499999999999999,2.566666666666667,4.883333333333334,1.4000000000000001,3.25,2.35,2.066666666666667,2.4,0.6333333333333333,0.4000000000000001,1.542857142857143,4.828571428571428,1.2285714285714284,1.2285714285714284,1.5142857142857142,1.7875,3.2125,3.3125,0.8625,3.0125,3.075,1.4625,0.4,4.375,3.45
12-13,1.4,2.2666666666666666,5.3999999999999995,10.033333333333333,5.533333333333334,5.800000000000001,0.9666666666666668,1.5166666666666666,5.683333333333334,2.15,1.3666666666666665,2.65,4.75,1.7833333333333334,6.05,0.36666666666666664,4.55,1.5833333333333333,2.8833333333333333,2.1166666666666667,2.8833333333333333,5.366666666666667,1.5666666666666667,3.9000000000000004,2.316666666666667,2.066666666666667,2.2666666666666666,0.6333333333333333,0.5333333333333333,2.0,4.771428571428571,1.2285714285714284,1.3857142857142857,1.5142857142857142,1.775,3.8375,3.3625,0.8875,3.0625,3.6125,1.9375,0.55,4.375,3.4375
12-14,1.4,2.566666666666667,5.683333333333334,10.983333333333334,5.55,5.816666666666666,0.9500000000000001,1.5166666666666666,5.75,2.15,1.3666666666666665,2.6833333333333336,4.966666666666667,1.75,6.116666666666667,0.4666666666666666,4.583333333333333,1.5999999999999999,2.9000000000000004,2.1666666666666665,3.1,6.133333333333333,1.5,4.05,2.3000000000000003,2.066666666666667,1.9666666666666668,0.65,0.5666666666666667,2.1,5.171428571428572,1.2285714285714284,1.4142857142857144,1.5142857142857142,1.7625,4.125,3.925,0.8875,3.0875,3.8,1.975,0.825,4.4,3.425
12-15,1.425,2.716666666666667,5.8500000000000005,11.033333333333333,5.816666666666666,5.816666666666666,0.9666666666666667,1.5166666666666666,5.6499999999999995,2.15,1.383333333333333,2.6999999999999997,5.05,1.75,6.183333333333334,0.5833333333333334,4.6,1.7666666666666666,2.9000000000000004,2.1999999999999997,3.1999999999999997,6.183333333333334,1.5666666666666667,4.066666666666667,2.2833333333333337,2.066666666666667,2.033333333333333,0.6833333333333332,1.0833333333333333,2.442857142857143,5.128571428571428,1.2285714285714284,1.5714285714285714,1.5142857142857142,1.8250000000000002,4.1625,4.5249999999999995,0.9375,3.0875,3.8,2.025,1.2375,4.3625,3.425
12-16,1.425,2.733333333333333,6.25,11.083333333333334,5.933333333333334,5.833333333333333,0.9666666666666667,1.5333333333333332,5.6499999999999995,2.15,1.4000000000000001,2.75,5.266666666666667,1.75,6.383333333333333,0.6333333333333334,4.6499999999999995,1.8333333333333333,2.9000000000000004,2.216666666666667,3.216666666666667,6.216666666666666,1.8166666666666667,4.116666666666666,2.266666666666667,2.066666666666667,2.033333333333333,0.6833333333333332,1.0833333333333333,2.557142857142857,5.142857142857143,1.2285714285714284,2.142857142857143,1.5142857142857142,1.8875,4.2875,4.75,0.9375,3.1375,3.7875,2.0625,1.55,4.325,3.425
12-17,1.45,2.733333333333333,6.316666666666666,11.15,5.966666666666666,5.833333333333333,0.9666666666666667,1.5333333333333332,5.6499999999999995,2.1333333333333333,1.45,2.8000000000000003,5.633333333333333,1.7666666666666668,6.416666666666667,0.65,4.666666666666667,1.95,2.9000000000000004,2.216666666666667,3.25,6.45,2.066666666666667,4.133333333333334,2.25,2.0833333333333335,2.033333333333333,0.7999999999999999,1.0833333333333333,2.557142857142857,5.285714285714286,1.2285714285714284,2.2857142857142856,1.5142857142857142,1.9,4.775,4.75,0.95,3.2,3.8125,2.2875,1.55,4.3,3.425
12-18,1.45,3.1833333333333336,6.3500000000000005,11.700000000000001,5.966666666666666,5.833333333333333,1.0,1.5333333333333332,5.6499999999999995,2.0500000000000003,1.8499999999999999,2.85,5.8,1.7833333333333332,6.516666666666667,0.65,4.666666666666667,1.95,2.9166666666666665,2.216666666666667,3.283333333333333,6.483333333333333,2.0833333333333335,4.133333333333334,2.25,2.6166666666666667,2.033333333333333,1.0666666666666667,1.2333333333333332,2.557142857142857,5.8,1.2285714285714284,2.2714285714285714,1.5285714285714285,1.9625,4.8625,4.6875,0.975,3.2375,3.825,2.3,1.55,4.2875,3.475
12-19,1.45,3.3000000000000003,6.383333333333333,12.0,5.966666666666666,5.833333333333333,1.1166666666666667,1.5333333333333332,5.683333333333334,1.9333333333333333,2.1333333333333333,2.8833333333333333,5.866666666666666,1.7833333333333332,6.5,0.6666666666666666,4.666666666666667,1.95,2.9333333333333336,2.216666666666667,3.3333333333333335,6.666666666666667,2.1666666666666665,4.2,2.25,3.283333333333333,2.0500000000000003,1.5333333333333332,1.5666666666666667,2.5714285714285716,6.642857142857143,1.2142857142857142,2.2857142857142856,1.5285714285714285,2.2875,4.925,4.8625,1.0375,3.25,3.8625,2.35,1.55,4.3125,3.475
12-20,1.45,3.65,6.566666666666666,12.72,6.033333333333332,5.833333333333333,1.1500000000000001,1.5666666666666667,6.233333333333333,1.8166666666666667,2.216666666666667,2.8833333333333333,6.05,1.7833333333333332,6.5,0.6666666666666666,5.216666666666667,1.95,2.9333333333333336,2.2333333333333334,3.3333333333333335,6.683333333333334,2.283333333333333,4.25,2.2333333333333334,3.3333333333333335,2.0666666666666664,1.7833333333333332,1.7000000000000002,2.5714285714285716,6.642857142857143,1.2142857142857142,2.3000000000000003,1.7714285714285716,3.2125,5.075,4.9375,1.2,3.2875,3.875,2.325,1.55,4.425,3.475
12-21,1.575,3.9166666666666665,6.733333333333333,12.860000000000003,6.083333333333333,5.833333333333333,1.1833333333333333,1.8666666666666665,6.683333333333334,1.8166666666666667,2.2333333333333334,2.8833333333333333,6.133333333333333,1.7833333333333332,6.5,0.6833333333333332,6.016666666666667,1.9666666666666668,2.9333333333333336,2.2333333333333334,3.3333333333333335,6.683333333333334,2.5500000000000003,4.283333333333334,2.2333333333333334,3.3166666666666664,2.533333333333333,1.8166666666666667,2.1999999999999997,2.7857142857142856,6.642857142857143,1.2142857142857142,2.3285714285714287,2.2714285714285714,3.4,5.9,4.95,1.175,3.2875,3.9,2.2875,1.55,4.5125,3.475
12-22,1.6,3.966666666666667,7.6000000000000005,12.9,6.083333333333333,5.833333333333333,1.1833333333333333,2.216666666666667,7.333333333333333,1.8333333333333333,2.2666666666666666,2.9000000000000004,6.216666666666666,1.8,6.533333333333334,0.6833333333333332,6.383333333333333,1.9666666666666668,2.9333333333333336,2.2333333333333334,3.4000000000000004,6.766666666666667,2.65,4.316666666666666,2.2333333333333334,3.0666666666666664,2.6166666666666667,1.9166666666666667,2.766666666666667,2.7714285714285714,6.642857142857143,1.2142857142857142,2.4714285714285715,2.3857142857142857,3.3499999999999996,6.612500000000001,4.95,1.4875,3.2875,3.8875,2.2875,1.675,4.5875,3.5375
12-23,1.6,4.0,7.833333333333333,13.26,6.1000000000000005,5.833333333333333,1.2,2.3000000000000003,7.433333333333334,1.8333333333333333,2.3000000000000003,2.9000000000000004,6.233333333333333,1.8166666666666667,6.55,0.7000000000000001,6.483333333333333,1.9833333333333334,2.9333333333333336,2.2333333333333334,3.4333333333333336,6.766666666666667,2.6833333333333336,4.333333333333333,2.2333333333333334,2.9166666666666665,2.733333333333334,2.0833333333333335,2.8000000000000003,2.7714285714285714,6.6,1.2285714285714284,2.8285714285714287,2.3857142857142857,3.3375,6.7375,5.0875,1.5125,3.8499999999999996,3.9375,2.2875,2.15,4.8125,3.5375
12-24,1.6500000000000001,4.583333333333333,7.866666666666667,13.15,6.116666666666667,5.833333333333333,1.2,2.316666666666667,7.733333333333333,1.8333333333333333,2.3666666666666667,2.9000000000000004,6.25,1.8166666666666667,6.55,0.7166666666666667,6.55,2.0166666666666666,3.0,2.25,3.516666666666667,6.75,2.6999999999999997,4.783333333333333,2.2333333333333334,2.8833333333333333,2.8333333333333335,2.25,3.283333333333333,2.8000000000000003,6.585714285714286,1.2285714285714284,2.8714285714285714,2.371428571428571,3.4625,6.925000000000001,5.575,1.775,4.2375,4.1125,2.325,2.575,4.825,3.5625
12-25,1.7,4.7,7.883333333333333,13.383333333333335,6.1499999999999995,5.833333333333333,1.2,2.35,8.016666666666667,1.8333333333333333,2.433333333333333,2.9000000000000004,6.25,1.8333333333333333,6.566666666666666,0.7166666666666667,7.766666666666667,2.033333333333333,3.216666666666667,2.283333333333333,3.516666666666667,6.766666666666667,2.716666666666667,5.066666666666666,2.25,2.8833333333333333,2.8333333333333335,2.283333333333333,4.033333333333333,2.8000000000000003,6.585714285714286,1.2285714285714284,3.1999999999999997,2.371428571428571,3.45,6.925000000000001,5.575,1.775,4.45,4.1,2.375,2.95,4.8,3.5625
12-26,1.725,5.816666666666666,7.933333333333334,13.850000000000001,6.1499999999999995,5.800000000000001,1.2,2.35,8.116666666666667,1.8499999999999999,2.4833333333333334,2.9166666666666665,6.3500000000000005,1.8333333333333333,6.6000000000000005,0.7166666666666667,8.466666666666667,2.066666666666667,3.3000000000000003,2.2666666666666666,3.5500000000000003,6.966666666666666,3.25,5.183333333333333,2.25,3.25,2.966666666666667,2.5,4.1499999999999995,2.8000000000000003,6.742857142857143,1.2285714285714284,3.5142857142857147,2.371428571428571,3.45,6.9125,5.575,1.775,4.5125,4.1125,2.525,3.3249999999999997,4.7875,3.675
